,0,1,2,3,4,5,6,7,8,9,10
31,0.046875,0.265625,0.609375,0.578125,0.703125,0.640625,0.265625,0.671875,0.578125,0.046875,0.84855557867
32,0.546875,0.765625,0.109375,0.078125,0.203125,0.140625,0.765625,0.171875,0.078125,0.546875,0.86552534981
33,0.796875,0.015625,0.359375,0.828125,0.453125,0.890625,0.515625,0.921875,0.828125,0.796875,0.84005285764
34,0.296875,0.515625,0.859375,0.328125,0.953125,0.390625,0.015625,0.421875,0.328125,0.296875,0.90185452447
35,0.421875,0.140625,0.234375,0.703125,0.328125,0.265625,0.390625,0.046875,0.703125,0.921875,0.84964907131
36,0.921875,0.640625,0.734375,0.203125,0.828125,0.765625,0.890625,0.546875,0.203125,0.421875,0.90172725145
37,0.671875,0.390625,0.984375,0.953125,0.578125,0.015625,0.640625,0.296875,0.953125,0.171875,0.94335933495
38,0.171875,0.890625,0.484375,0.453125,0.078125,0.515625,0.140625,0.796875,0.453125,0.671875,0.85685471008
39,0.234375,0.078125,0.796875,0.140625,0.140625,0.578125,0.328125,0.359375,0.640625,0.109375,0.82333460776
40,0.734375,0.578125,0.296875,0.640625,0.640625,0.078125,0.828125,0.859375,0.140625,0.609375,0.91375453094
41,0.984375,0.328125,0.046875,0.390625,0.890625,0.828125,0.578125,0.109375,0.890625,0.859375,0.85715069929
42,0.484375,0.828125,0.546875,0.890625,0.390625,0.328125,0.078125,0.609375,0.390625,0.359375,0.9194279993
43,0.359375,0.453125,0.421875,0.015625,0.765625,0.453125,0.453125,0.984375,0.515625,0.984375,0.84396371702
44,0.859375,0.953125,0.921875,0.515625,0.265625,0.953125,0.953125,0.484375,0.015625,0.484375,0.87562544842
45,0.609375,0.203125,0.671875,0.265625,0.015625,0.203125,0.703125,0.734375,0.765625,0.234375,0.85768846115
46,0.109375,0.703125,0.171875,0.765625,0.515625,0.703125,0.203125,0.234375,0.265625,0.734375,0.84915947952
47,0.078125,0.234375,0.265625,0.984375,0.984375,0.984375,0.796875,0.453125,0.359375,0.390625,0.80941670724
48,0.578125,0.734375,0.765625,0.484375,0.484375,0.484375,0.296875,0.953125,0.859375,0.890625,0.89395864563
49,0.828125,0.484375,0.515625,0.734375,0.234375,0.734375,0.046875,0.203125,0.109375,0.640625,0.88780854674
50,0.328125,0.984375,0.015625,0.234375,0.734375,0.234375,0.546875,0.703125,0.609375,0.140625,0.88159824916
51,0.453125,0.359375,0.890625,0.859375,0.109375,0.109375,0.921875,0.828125,0.484375,0.515625,0.89178131524
52,0.953125,0.859375,0.390625,0.359375,0.609375,0.609375,0.421875,0.328125,0.984375,0.015625,0.91310467067
53,0.703125,0.109375,0.140625,0.609375,0.859375,0.359375,0.171875,0.578125,0.234375,0.265625,0.88502552357
54,0.203125,0.609375,0.640625,0.109375,0.359375,0.859375,0.671875,0.078125,0.734375,0.765625,0.8109252139
55,0.140625,0.421875,0.078125,0.296875,0.421875,0.796875,0.859375,0.515625,0.421875,0.453125,0.78365485458
56,0.640625,0.921875,0.578125,0.796875,0.921875,0.296875,0.359375,0.015625,0.921875,0.953125,0.93872226141
57,0.890625,0.171875,0.828125,0.046875,0.671875,0.546875,0.109375,0.765625,0.171875,0.703125,0.88772708596
58,0.390625,0.671875,0.328125,0.546875,0.171875,0.046875,0.609375,0.265625,0.671875,0.203125,0.88206085996
59,0.265625,0.046875,0.703125,0.421875,0.546875,0.171875,0.984375,0.140625,0.296875,0.578125,0.85905582769
60,0.765625,0.546875,0.203125,0.921875,0.046875,0.671875,0.484375,0.640625,0.796875,0.078125,0.87511049158
61,0.515625,0.296875,0.453125,0.171875,0.296875,0.421875,0.234375,0.390625,0.046875,0.328125,0.85499460541
62,0.015625,0.796875,0.953125,0.671875,0.796875,0.921875,0.734375,0.890625,0.546875,0.828125,0.85570795946
63,0.0234375,0.3984375,0.4453125,0.8046875,0.2109375,0.8671875,0.3984375,0.6953125,0.2421875,0.3671875,0.81473426721
64,0.5234375,0.8984375,0.9453125,0.3046875,0.7109375,0.3671875,0.8984375,0.1953125,0.7421875,0.8671875,0.91323308317
65,0.7734375,0.1484375,0.6953125,0.5546875,0.9609375,0.6171875,0.6484375,0.9453125,0.4921875,0.6171875,0.89209704504
66,0.2734375,0.6484375,0.1953125,0.0546875,0.4609375,0.1171875,0.1484375,0.4453125,0.9921875,0.1171875,0.8589938002
67,0.3984375,0.0234375,0.8203125,0.9296875,0.8359375,0.2421875,0.2734375,0.0703125,0.1171875,0.7421875,0.90030453328
68,0.8984375,0.5234375,0.3203125,0.4296875,0.3359375,0.7421875,0.7734375,0.5703125,0.6171875,0.2421875,0.87155331868
69,0.6484375,0.2734375,0.0703125,0.6796875,0.0859375,0.4921875,0.5234375,0.3203125,0.3671875,0.4921875,0.8479930971
70,0.1484375,0.7734375,0.5703125,0.1796875,0.5859375,0.9921875,0.0234375,0.8203125,0.8671875,0.9921875,0.82379158946
71,0.2109375,0.2109375,0.1328125,0.4921875,0.6484375,0.9296875,0.4609375,0.2578125,0.0546875,0.3046875,0.80098101035
72,0.7109375,0.7109375,0.6328125,0.9921875,0.1484375,0.4296875,0.9609375,0.7578125,0.5546875,0.8046875,0.90289913315
73,0.9609375,0.4609375,0.8828125,0.2421875,0.3984375,0.6796875,0.7109375,0.0078125,0.3046875,0.5546875,0.88503339814
74,0.4609375,0.9609375,0.3828125,0.7421875,0.8984375,0.1796875,0.2109375,0.5078125,0.8046875,0.0546875,0.93501845629
75,0.3359375,0.3359375,0.5078125,0.3671875,0.2734375,0.0546875,0.3359375,0.8828125,0.1796875,0.6796875,0.86681540292
76,0.8359375,0.8359375,0.0078125,0.8671875,0.7734375,0.5546875,0.8359375,0.3828125,0.6796875,0.1796875,0.91491656911
77,0.5859375,0.0859375,0.2578125,0.1171875,0.5234375,0.3046875,0.5859375,0.6328125,0.4296875,0.4296875,0.84553837697
78,0.0859375,0.5859375,0.7578125,0.6171875,0.0234375,0.8046875,0.0859375,0.1328125,0.9296875,0.9296875,0.83450452958
79,0.1171875,0.1171875,0.6640625,0.6484375,0.4921875,0.5234375,0.9296875,0.4140625,0.9609375,0.2109375,0.83405952272
80,0.6171875,0.6171875,0.1640625,0.1484375,0.9921875,0.0234375,0.4296875,0.9140625,0.4609375,0.7109375,0.89657015031
81,0.8671875,0.3671875,0.4140625,0.8984375,0.7421875,0.7734375,0.1796875,0.1640625,0.7109375,0.9609375,0.89607112477
82,0.3671875,0.8671875,0.9140625,0.3984375,0.2421875,0.2734375,0.6796875,0.6640625,0.2109375,0.4609375,0.90200627244
83,0.4921875,0.4921875,0.0390625,0.5234375,0.6171875,0.3984375,0.8046875,0.7890625,0.8359375,0.8359375,0.84592039776
84,0.9921875,0.9921875,0.5390625,0.0234375,0.1171875,0.8984375,0.3046875,0.2890625,0.3359375,0.3359375,0.87365003598
85,0.7421875,0.2421875,0.7890625,0.7734375,0.3671875,0.1484375,0.0546875,0.5390625,0.5859375,0.0859375,0.92055252874
86,0.2421875,0.7421875,0.2890625,0.2734375,0.8671875,0.6484375,0.5546875,0.0390625,0.0859375,0.5859375,0.85201271137
87,0.1796875,0.3046875,0.9765625,0.0859375,0.9296875,0.7109375,0.9921875,0.6015625,0.7734375,0.1484375,0.84108723894
88,0.6796875,0.8046875,0.4765625,0.5859375,0.4296875,0.2109375,0.4921875,0.1015625,0.2734375,0.6484375,0.91544102437
89,0.9296875,0.0546875,0.2265625,0.3359375,0.1796875,0.9609375,0.2421875,0.8515625,0.5234375,0.8984375,0.81826369309
90,0.4296875,0.5546875,0.7265625,0.8359375,0.6796875,0.4609375,0.7421875,0.3515625,0.0234375,0.3984375,0.90498913786
91,0.3046875,0.1796875,0.3515625,0.2109375,0.0546875,0.3359375,0.8671875,0.2265625,0.8984375,0.7734375,0.80939497735
92,0.8046875,0.6796875,0.8515625,0.7109375,0.5546875,0.8359375,0.3671875,0.7265625,0.3984375,0.2734375,0.91105438152
93,0.5546875,0.4296875,0.6015625,0.4609375,0.8046875,0.0859375,0.1171875,0.4765625,0.6484375,0.0234375,0.91594364248
94,0.0546875,0.9296875,0.1015625,0.9609375,0.3046875,0.5859375,0.6171875,0.9765625,0.1484375,0.5234375,0.85867136261
95,0.0390625,0.1328125,0.9296875,0.3515625,0.5078125,0.4765625,0.1328125,0.1171875,0.6640625,0.3203125,0.84718383779
96,0.5390625,0.6328125,0.4296875,0.8515625,0.0078125,0.9765625,0.6328125,0.6171875,0.1640625,0.8203125,0.82891201641
97,0.7890625,0.3828125,0.1796875,0.1015625,0.2578125,0.2265625,0.8828125,0.3671875,0.9140625,0.5703125,0.85303252681
98,0.2890625,0.8828125,0.6796875,0.6015625,0.7578125,0.7265625,0.3828125,0.8671875,0.4140625,0.0703125,0.89455852369
99,0.4140625,0.2578125,0.3046875,0.4765625,0.3828125,0.6015625,0.0078125,0.7421875,0.5390625,0.6953125,0.8420321834
100,0.9140625,0.7578125,0.8046875,0.9765625,0.8828125,0.1015625,0.5078125,0.2421875,0.0390625,0.1953125,0.98061111953
101,0.6640625,0.0078125,0.5546875,0.2265625,0.6328125,0.8515625,0.7578125,0.9921875,0.7890625,0.4453125,0.81214218464
102,0.1640625,0.5078125,0.0546875,0.7265625,0.1328125,0.3515625,0.2578125,0.4921875,0.2890625,0.9453125,0.83788007466
103,0.2265625,0.4453125,0.7421875,0.9140625,0.0703125,0.2890625,0.1953125,0.9296875,0.6015625,0.2578125,0.88096126166
104,0.7265625,0.9453125,0.2421875,0.4140625,0.5703125,0.7890625,0.6953125,0.4296875,0.1015625,0.7578125,0.87597140603
105,0.9765625,0.1953125,0.4921875,0.6640625,0.8203125,0.0390625,0.9453125,0.6796875,0.8515625,0.5078125,0.91935197016
106,0.4765625,0.6953125,0.9921875,0.1640625,0.3203125,0.5390625,0.4453125,0.1796875,0.3515625,0.0078125,0.88605996765
107,0.3515625,0.0703125,0.1171875,0.7890625,0.9453125,0.6640625,0.0703125,0.3046875,0.7265625,0.6328125,0.85006794167
108,0.8515625,0.5703125,0.6171875,0.2890625,0.4453125,0.1640625,0.5703125,0.8046875,0.2265625,0.1328125,0.91759064969
109,0.6015625,0.3203125,0.8671875,0.5390625,0.1953125,0.9140625,0.8203125,0.0546875,0.9765625,0.3828125,0.84165123646
110,0.1015625,0.8203125,0.3671875,0.0390625,0.6953125,0.4140625,0.3203125,0.5546875,0.4765625,0.8828125,0.85165853034
111,0.0703125,0.3515625,0.2109375,0.1953125,0.7890625,0.1328125,0.6640625,0.7734375,0.3828125,0.2265625,0.84647672109
112,0.5703125,0.8515625,0.7109375,0.6953125,0.2890625,0.6328125,0.1640625,0.2734375,0.8828125,0.7265625,0.89709498157
113,0.8203125,0.1015625,0.9609375,0.4453125,0.0390625,0.3828125,0.4140625,0.5234375,0.1328125,0.9765625,0.88162449761
114,0.3203125,0.6015625,0.4609375,0.9453125,0.5390625,0.8828125,0.9140625,0.0234375,0.6328125,0.4765625,0.84391712731
115,0.4453125,0.2265625,0.5859375,0.0703125,0.1640625,0.7578125,0.5390625,0.3984375,0.2578125,0.8515625,0.80925718295
116,0.9453125,0.7265625,0.0859375,0.5703125,0.6640625,0.2578125,0.0390625,0.8984375,0.7578125,0.3515625,0.92273292917
117,0.6953125,0.4765625,0.3359375,0.3203125,0.9140625,0.5078125,0.2890625,0.1484375,0.0078125,0.1015625,0.8909757
118,0.1953125,0.9765625,0.8359375,0.8203125,0.4140625,0.0078125,0.7890625,0.6484375,0.5078125,0.6015625,0.92098917778
119,0.1328125,0.0390625,0.3984375,0.5078125,0.3515625,0.0703125,0.7265625,0.2109375,0.3203125,0.1640625,0.84396076449
120,0.6328125,0.5390625,0.8984375,0.0078125,0.8515625,0.5703125,0.2265625,0.7109375,0.8203125,0.6640625,0.89007027518
121,0.8828125,0.2890625,0.6484375,0.7578125,0.6015625,0.3203125,0.4765625,0.4609375,0.0703125,0.9140625,0.91795031913
122,0.3828125,0.7890625,0.1484375,0.2578125,0.1015625,0.8203125,0.9765625,0.9609375,0.5703125,0.4140625,0.7902634237
123,0.2578125,0.4140625,0.7734375,0.6328125,0.7265625,0.9453125,0.6015625,0.5859375,0.4453125,0.7890625,0.8412074738
124,0.7578125,0.9140625,0.2734375,0.1328125,0.2265625,0.4453125,0.1015625,0.0859375,0.9453125,0.2890625,0.88582937947
125,0.5078125,0.1640625,0.0234375,0.8828125,0.4765625,0.6953125,0.3515625,0.8359375,0.1953125,0.0390625,0.84891303695
126,0.0078125,0.6640625,0.5234375,0.3828125,0.9765625,0.1953125,0.8515625,0.3359375,0.6953125,0.5390625,0.87437925117
127,0.01171875,0.33203125,0.78515625,0.94140625,0.46484375,0.41796875,0.46484375,0.48828125,0.73046875,0.57421875,0.86587919658
128,0.51171875,0.83203125,0.28515625,0.44140625,0.96484375,0.91796875,0.96484375,0.98828125,0.23046875,0.07421875,0.84009618312
129,0.76171875,0.08203125,0.03515625,0.69140625,0.71484375,0.16796875,0.71484375,0.23828125,0.98046875,0.32421875,0.87998415491
130,0.26171875,0.58203125,0.53515625,0.19140625,0.21484375,0.66796875,0.21484375,0.73828125,0.48046875,0.82421875,0.83263132322
131,0.38671875,0.20703125,0.41015625,0.81640625,0.58984375,0.54296875,0.33984375,0.86328125,0.60546875,0.44921875,0.86239685692
132,0.88671875,0.70703125,0.91015625,0.31640625,0.08984375,0.04296875,0.83984375,0.36328125,0.10546875,0.94921875,0.92263647781
133,0.63671875,0.45703125,0.66015625,0.56640625,0.33984375,0.79296875,0.58984375,0.61328125,0.85546875,0.69921875,0.86156787008
134,0.13671875,0.95703125,0.16015625,0.06640625,0.83984375,0.29296875,0.08984375,0.11328125,0.35546875,0.19921875,0.87421584008
135,0.19921875,0.01953125,0.59765625,0.25390625,0.90234375,0.35546875,0.40234375,0.55078125,0.54296875,0.51171875,0.84961134289
136,0.69921875,0.51953125,0.09765625,0.75390625,0.40234375,0.85546875,0.90234375,0.05078125,0.04296875,0.01171875,0.83973338244
137,0.94921875,0.26953125,0.34765625,0.00390625,0.15234375,0.10546875,0.65234375,0.80078125,0.79296875,0.26171875,0.86803475979
138,0.44921875,0.76953125,0.84765625,0.50390625,0.65234375,0.60546875,0.15234375,0.30078125,0.29296875,0.76171875,0.90112971628
139,0.32421875,0.39453125,0.22265625,0.37890625,0.02734375,0.73046875,0.27734375,0.17578125,0.66796875,0.38671875,0.81411557947
140,0.82421875,0.89453125,0.72265625,0.87890625,0.52734375,0.23046875,0.77734375,0.67578125,0.16796875,0.88671875,0.94976816832
141,0.57421875,0.14453125,0.97265625,0.12890625,0.77734375,0.98046875,0.52734375,0.42578125,0.91796875,0.63671875,0.84003221898
142,0.07421875,0.64453125,0.47265625,0.62890625,0.27734375,0.48046875,0.02734375,0.92578125,0.41796875,0.13671875,0.86147457189
143,0.10546875,0.17578125,0.06640625,0.59765625,0.24609375,0.19921875,0.99609375,0.64453125,0.44921875,0.98046875,0.80735615773
144,0.60546875,0.67578125,0.56640625,0.09765625,0.74609375,0.69921875,0.49609375,0.14453125,0.94921875,0.48046875,0.87059624802
145,0.85546875,0.42578125,0.81640625,0.84765625,0.99609375,0.44921875,0.24609375,0.89453125,0.19921875,0.23046875,0.94821717906
146,0.35546875,0.92578125,0.31640625,0.34765625,0.49609375,0.94921875,0.74609375,0.39453125,0.69921875,0.73046875,0.83192972827
147,0.48046875,0.30078125,0.69140625,0.72265625,0.87109375,0.82421875,0.87109375,0.01953125,0.32421875,0.10546875,0.85568897651
148,0.98046875,0.80078125,0.19140625,0.22265625,0.37109375,0.32421875,0.37109375,0.51953125,0.82421875,0.60546875,0.89822688065
149,0.73046875,0.05078125,0.44140625,0.97265625,0.12109375,0.57421875,0.12109375,0.26953125,0.07421875,0.85546875,0.86891816639
150,0.23046875,0.55078125,0.94140625,0.47265625,0.62109375,0.07421875,0.62109375,0.76953125,0.57421875,0.35546875,0.90057413065
151,0.16796875,0.48828125,0.25390625,0.16015625,0.68359375,0.01171875,0.93359375,0.33203125,0.26171875,0.91796875,0.85265138772
152,0.66796875,0.98828125,0.75390625,0.66015625,0.18359375,0.51171875,0.43359375,0.83203125,0.76171875,0.41796875,0.91336295485
153,0.91796875,0.23828125,0.50390625,0.41015625,0.43359375,0.26171875,0.18359375,0.08203125,0.01171875,0.16796875,0.90094322631
154,0.41796875,0.73828125,0.00390625,0.91015625,0.93359375,0.76171875,0.68359375,0.58203125,0.51171875,0.66796875,0.87221178599
155,0.29296875,0.11328125,0.87890625,0.03515625,0.30859375,0.88671875,0.80859375,0.95703125,0.38671875,0.04296875,0.78436399016
156,0.79296875,0.61328125,0.37890625,0.53515625,0.80859375,0.38671875,0.30859375,0.45703125,0.88671875,0.54296875,0.91225457531
157,0.54296875,0.36328125,0.12890625,0.28515625,0.55859375,0.63671875,0.05859375,0.70703125,0.13671875,0.79296875,0.84624130836
158,0.04296875,0.86328125,0.62890625,0.78515625,0.05859375,0.13671875,0.55859375,0.20703125,0.63671875,0.29296875,0.88470771937
159,0.05859375,0.06640625,0.33203125,0.39453125,0.76171875,0.80859375,0.19921875,0.81640625,0.18359375,0.62109375,0.80729282664
160,0.55859375,0.56640625,0.83203125,0.89453125,0.26171875,0.30859375,0.69921875,0.31640625,0.68359375,0.12109375,0.91431550998
161,0.80859375,0.31640625,0.58203125,0.14453125,0.01171875,0.55859375,0.94921875,0.56640625,0.43359375,0.37109375,0.85377283869
162,0.30859375,0.81640625,0.08203125,0.64453125,0.51171875,0.05859375,0.44921875,0.06640625,0.93359375,0.87109375,0.88130109068
163,0.43359375,0.44140625,0.95703125,0.26953125,0.13671875,0.18359375,0.07421875,0.44140625,0.05859375,0.49609375,0.88733303328
164,0.93359375,0.94140625,0.45703125,0.76953125,0.63671875,0.68359375,0.57421875,0.94140625,0.55859375,0.99609375,0.91962553769
165,0.68359375,0.19140625,0.20703125,0.01953125,0.88671875,0.43359375,0.82421875,0.19140625,0.30859375,0.74609375,0.85412449529
166,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,0.69140625,0.80859375,0.24609375,0.84443950298
167,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.12890625,0.12109375,0.55859375,0.80794852484
168,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.62890625,0.62109375,0.05859375,0.9138625912
169,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.37890625,0.37109375,0.30859375,0.881994377
170,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.87890625,0.87109375,0.80859375,0.83511199649
171,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.50390625,0.24609375,0.43359375,0.90350116048
172,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.00390625,0.74609375,0.93359375,0.8620388375
173,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.75390625,0.49609375,0.68359375,0.87970705869
174,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.25390625,0.99609375,0.18359375,0.87069362994
175,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.03515625,0.90234375,0.96484375,0.81278885508
176,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.53515625,0.40234375,0.46484375,0.89081329236
177,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.28515625,0.65234375,0.21484375,0.83228230453
178,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.78515625,0.15234375,0.71484375,0.91024643793
179,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.66015625,0.77734375,0.08984375,0.82090512752
180,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.16015625,0.27734375,0.58984375,0.90730476873
181,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.91015625,0.52734375,0.83984375,0.90960035576
182,0.21484375,0.78515625,0.42578125,0.92578125,0.16796875,0.71484375,0.85546875,0.41015625,0.02734375,0.33984375,0.85128189957
183,0.15234375,0.22265625,0.86328125,0.73828125,0.10546875,0.65234375,0.66796875,0.97265625,0.83984375,0.90234375,0.81664087731
184,0.65234375,0.72265625,0.36328125,0.23828125,0.60546875,0.15234375,0.16796875,0.47265625,0.33984375,0.40234375,0.90512770545
185,0.90234375,0.47265625,0.11328125,0.98828125,0.85546875,0.90234375,0.41796875,0.72265625,0.58984375,0.15234375,0.89425854206
186,0.40234375,0.97265625,0.61328125,0.48828125,0.35546875,0.40234375,0.91796875,0.22265625,0.08984375,0.65234375,0.89575805277
187,0.27734375,0.34765625,0.48828125,0.61328125,0.98046875,0.27734375,0.54296875,0.34765625,0.96484375,0.02734375,0.88633389863
188,0.77734375,0.84765625,0.98828125,0.11328125,0.48046875,0.77734375,0.04296875,0.84765625,0.46484375,0.52734375,0.90409927967
189,0.52734375,0.09765625,0.73828125,0.86328125,0.23046875,0.02734375,0.29296875,0.09765625,0.71484375,0.77734375,0.8916535256
190,0.02734375,0.59765625,0.23828125,0.36328125,0.73046875,0.52734375,0.79296875,0.59765625,0.21484375,0.27734375,0.84157874189
191,0.01953125,0.19921875,0.73046875,0.24609375,0.25390625,0.70703125,0.06640625,0.80859375,0.51953125,0.80078125,0.80848951567
192,0.51953125,0.69921875,0.23046875,0.74609375,0.75390625,0.20703125,0.56640625,0.30859375,0.01953125,0.30078125,0.91209728253
193,0.76953125,0.44921875,0.48046875,0.49609375,0.50390625,0.95703125,0.81640625,0.55859375,0.76953125,0.05078125,0.84870381286
194,0.26953125,0.94921875,0.98046875,0.99609375,0.00390625,0.45703125,0.31640625,0.05859375,0.26953125,0.55078125,0.90724221434
195,0.39453125,0.32421875,0.10546875,0.12109375,0.62890625,0.33203125,0.19140625,0.43359375,0.64453125,0.17578125,0.84709681912
196,0.89453125,0.82421875,0.60546875,0.62109375,0.12890625,0.83203125,0.69140625,0.93359375,0.14453125,0.67578125,0.89244634508
197,0.64453125,0.07421875,0.85546875,0.37109375,0.37890625,0.08203125,0.94140625,0.18359375,0.89453125,0.92578125,0.87590370596
198,0.14453125,0.57421875,0.35546875,0.87109375,0.87890625,0.58203125,0.44140625,0.68359375,0.39453125,0.42578125,0.87588756621
199,0.20703125,0.38671875,0.91796875,0.55859375,0.81640625,0.51953125,0.00390625,0.24609375,0.70703125,0.86328125,0.88248617988
200,0.70703125,0.88671875,0.41796875,0.05859375,0.31640625,0.01953125,0.50390625,0.74609375,0.20703125,0.36328125,0.90612227433
201,0.95703125,0.13671875,0.16796875,0.80859375,0.06640625,0.76953125,0.75390625,0.49609375,0.95703125,0.11328125,0.85095915363
202,0.45703125,0.63671875,0.66796875,0.30859375,0.56640625,0.26953125,0.25390625,0.99609375,0.45703125,0.61328125,0.89327868297
203,0.33203125,0.01171875,0.29296875,0.68359375,0.19140625,0.39453125,0.12890625,0.62109375,0.58203125,0.23828125,0.8394036818
204,0.83203125,0.51171875,0.79296875,0.18359375,0.69140625,0.89453125,0.62890625,0.12109375,0.08203125,0.73828125,0.86542027309
205,0.58203125,0.26171875,0.54296875,0.93359375,0.94140625,0.14453125,0.87890625,0.87109375,0.83203125,0.98828125,0.8975635948
206,0.08203125,0.76171875,0.04296875,0.43359375,0.44140625,0.64453125,0.37890625,0.37109375,0.33203125,0.48828125,0.82900662136
207,0.11328125,0.29296875,0.38671875,0.33984375,0.03515625,0.92578125,0.59765625,0.08984375,0.30078125,0.64453125,0.77857199256
208,0.61328125,0.79296875,0.88671875,0.83984375,0.53515625,0.42578125,0.09765625,0.58984375,0.80078125,0.14453125,0.93817148956
209,0.86328125,0.04296875,0.63671875,0.08984375,0.78515625,0.67578125,0.34765625,0.33984375,0.05078125,0.39453125,0.86682888609
210,0.36328125,0.54296875,0.13671875,0.58984375,0.28515625,0.17578125,0.84765625,0.83984375,0.55078125,0.89453125,0.84863628662
211,0.48828125,0.16796875,0.76171875,0.46484375,0.91015625,0.05078125,0.72265625,0.71484375,0.42578125,0.26953125,0.90385262883
