,0,1,2,3,4,5,6,7
76,0.8359375,0.8359375,0.0078125,0.8671875,0.7734375,0.5546875,0.8359375,0.3397376852250241
77,0.5859375,0.0859375,0.2578125,0.1171875,0.5234375,0.3046875,0.5859375,0.21979300778486816
78,0.0859375,0.5859375,0.7578125,0.6171875,0.0234375,0.8046875,0.0859375,0.17148229476826626
79,0.1171875,0.1171875,0.6640625,0.6484375,0.4921875,0.5234375,0.9296875,0.3294599869040108
80,0.6171875,0.6171875,0.1640625,0.1484375,0.9921875,0.0234375,0.4296875,0.2030731113798978
81,0.8671875,0.3671875,0.4140625,0.8984375,0.7421875,0.7734375,0.1796875,0.47068207474736967
82,0.3671875,0.8671875,0.9140625,0.3984375,0.2421875,0.2734375,0.6796875,0.4097055770252703
83,0.4921875,0.4921875,0.0390625,0.5234375,0.6171875,0.3984375,0.8046875,0.30938892931391115
84,0.9921875,0.9921875,0.5390625,0.0234375,0.1171875,0.8984375,0.3046875,0.2646020947771153
85,0.7421875,0.2421875,0.7890625,0.7734375,0.3671875,0.1484375,0.0546875,0.2554378541782678
86,0.2421875,0.7421875,0.2890625,0.2734375,0.8671875,0.6484375,0.5546875,0.3987927284762644
87,0.1796875,0.3046875,0.9765625,0.0859375,0.9296875,0.7109375,0.9921875,0.37407070694571004
88,0.6796875,0.8046875,0.4765625,0.5859375,0.4296875,0.2109375,0.4921875,0.42801392646275377
89,0.9296875,0.0546875,0.2265625,0.3359375,0.1796875,0.9609375,0.2421875,0.22506086239895617
90,0.4296875,0.5546875,0.7265625,0.8359375,0.6796875,0.4609375,0.7421875,0.5537056352948719
91,0.3046875,0.1796875,0.3515625,0.2109375,0.0546875,0.3359375,0.8671875,0.18977756887315358
92,0.8046875,0.6796875,0.8515625,0.7109375,0.5546875,0.8359375,0.3671875,0.6008049606822499
93,0.5546875,0.4296875,0.6015625,0.4609375,0.8046875,0.0859375,0.1171875,0.27864372708412766
94,0.0546875,0.9296875,0.1015625,0.9609375,0.3046875,0.5859375,0.6171875,0.2796502546474608
95,0.0390625,0.1328125,0.9296875,0.3515625,0.5078125,0.4765625,0.1328125,0.18368420236790525
96,0.5390625,0.6328125,0.4296875,0.8515625,0.0078125,0.9765625,0.6328125,0.2844383241963069
97,0.7890625,0.3828125,0.1796875,0.1015625,0.2578125,0.2265625,0.8828125,0.2491450039086434
98,0.2890625,0.8828125,0.6796875,0.6015625,0.7578125,0.7265625,0.3828125,0.5173669569626903
99,0.4140625,0.2578125,0.3046875,0.4765625,0.3828125,0.6015625,0.0078125,0.16122965361413275
100,0.9140625,0.7578125,0.8046875,0.9765625,0.8828125,0.1015625,0.5078125,0.527347892033663
101,0.6640625,0.0078125,0.5546875,0.2265625,0.6328125,0.8515625,0.7578125,0.24624694010996928
102,0.1640625,0.5078125,0.0546875,0.7265625,0.1328125,0.3515625,0.2578125,0.17292363669622834
103,0.2265625,0.4453125,0.7421875,0.9140625,0.0703125,0.2890625,0.1953125,0.24714220830346806
104,0.7265625,0.9453125,0.2421875,0.4140625,0.5703125,0.7890625,0.6953125,0.5156912727058603
105,0.9765625,0.1953125,0.4921875,0.6640625,0.8203125,0.0390625,0.9453125,0.3458923629548662
106,0.4765625,0.6953125,0.9921875,0.1640625,0.3203125,0.5390625,0.4453125,0.39445059192831666
107,0.3515625,0.0703125,0.1171875,0.7890625,0.9453125,0.6640625,0.0703125,0.2063050038906792
108,0.8515625,0.5703125,0.6171875,0.2890625,0.4453125,0.1640625,0.5703125,0.3854866238335971
109,0.6015625,0.3203125,0.8671875,0.5390625,0.1953125,0.9140625,0.8203125,0.4765489191027777
110,0.1015625,0.8203125,0.3671875,0.0390625,0.6953125,0.4140625,0.3203125,0.2097136650022417
111,0.0703125,0.3515625,0.2109375,0.1953125,0.7890625,0.1328125,0.6640625,0.1930902228018242
112,0.5703125,0.8515625,0.7109375,0.6953125,0.2890625,0.6328125,0.1640625,0.4319443539209795
113,0.8203125,0.1015625,0.9609375,0.4453125,0.0390625,0.3828125,0.4140625,0.23809448339522762
114,0.3203125,0.6015625,0.4609375,0.9453125,0.5390625,0.8828125,0.9140625,0.5609294466472153
115,0.4453125,0.2265625,0.5859375,0.0703125,0.1640625,0.7578125,0.5390625,0.24824861608886858
116,0.9453125,0.7265625,0.0859375,0.5703125,0.6640625,0.2578125,0.0390625,0.23893875878750456
117,0.6953125,0.4765625,0.3359375,0.3203125,0.9140625,0.5078125,0.2890625,0.4038648728936889
118,0.1953125,0.9765625,0.8359375,0.8203125,0.4140625,0.0078125,0.7890625,0.25638294972469483
119,0.1328125,0.0390625,0.3984375,0.5078125,0.3515625,0.0703125,0.7265625,0.1490706104035104
120,0.6328125,0.5390625,0.8984375,0.0078125,0.8515625,0.5703125,0.2265625,0.24578252233265563
121,0.8828125,0.2890625,0.6484375,0.7578125,0.6015625,0.3203125,0.4765625,0.46618718976289214
122,0.3828125,0.7890625,0.1484375,0.2578125,0.1015625,0.8203125,0.9765625,0.3072028376452009
123,0.2578125,0.4140625,0.7734375,0.6328125,0.7265625,0.9453125,0.6015625,0.5158298807075122
124,0.7578125,0.9140625,0.2734375,0.1328125,0.2265625,0.4453125,0.1015625,0.2448224318249956
125,0.5078125,0.1640625,0.0234375,0.8828125,0.4765625,0.6953125,0.3515625,0.23406157339284608
126,0.0078125,0.6640625,0.5234375,0.3828125,0.9765625,0.1953125,0.8515625,0.22681114354370768
127,0.01171875,0.33203125,0.78515625,0.94140625,0.46484375,0.41796875,0.46484375,0.2451590587378712
128,0.51171875,0.83203125,0.28515625,0.44140625,0.96484375,0.91796875,0.96484375,0.581406450213307
129,0.76171875,0.08203125,0.03515625,0.69140625,0.71484375,0.16796875,0.71484375,0.2163227693355834
130,0.26171875,0.58203125,0.53515625,0.19140625,0.21484375,0.66796875,0.21484375,0.27345778801255355
131,0.38671875,0.20703125,0.41015625,0.81640625,0.58984375,0.54296875,0.33984375,0.3720743863019969
132,0.88671875,0.70703125,0.91015625,0.31640625,0.08984375,0.04296875,0.83984375,0.2830014514859718
133,0.63671875,0.45703125,0.66015625,0.56640625,0.33984375,0.79296875,0.58984375,0.497810979659244
134,0.13671875,0.95703125,0.16015625,0.06640625,0.83984375,0.29296875,0.08984375,0.1643850552887875
135,0.19921875,0.01953125,0.59765625,0.25390625,0.90234375,0.35546875,0.40234375,0.19574837886239968
136,0.69921875,0.51953125,0.09765625,0.75390625,0.40234375,0.85546875,0.90234375,0.4420942791446214
137,0.94921875,0.26953125,0.34765625,0.00390625,0.15234375,0.10546875,0.65234375,0.1048220650706529
138,0.44921875,0.76953125,0.84765625,0.50390625,0.65234375,0.60546875,0.15234375,0.4469675914512055
139,0.32421875,0.39453125,0.22265625,0.37890625,0.02734375,0.73046875,0.27734375,0.1869556223933754
140,0.82421875,0.89453125,0.72265625,0.87890625,0.52734375,0.23046875,0.77734375,0.5782375164678032
141,0.57421875,0.14453125,0.97265625,0.12890625,0.77734375,0.98046875,0.52734375,0.3949966510543841
142,0.07421875,0.64453125,0.47265625,0.62890625,0.27734375,0.48046875,0.02734375,0.18191288029902344
143,0.10546875,0.17578125,0.06640625,0.59765625,0.24609375,0.19921875,0.99609375,0.1694725879562337
144,0.60546875,0.67578125,0.56640625,0.09765625,0.74609375,0.69921875,0.49609375,0.41753925743459425
145,0.85546875,0.42578125,0.81640625,0.84765625,0.99609375,0.44921875,0.24609375,0.5369694236231489
146,0.35546875,0.92578125,0.31640625,0.34765625,0.49609375,0.94921875,0.74609375,0.47374439717416433
147,0.48046875,0.30078125,0.69140625,0.72265625,0.87109375,0.82421875,0.87109375,0.5801201390935485
148,0.98046875,0.80078125,0.19140625,0.22265625,0.37109375,0.32421875,0.37109375,0.33245750612543523
149,0.73046875,0.05078125,0.44140625,0.97265625,0.12109375,0.57421875,0.12109375,0.21744897843978944
150,0.23046875,0.55078125,0.94140625,0.47265625,0.62109375,0.07421875,0.62109375,0.3369495036469058
151,0.16796875,0.48828125,0.25390625,0.16015625,0.68359375,0.01171875,0.93359375,0.15769552939359383
152,0.66796875,0.98828125,0.75390625,0.66015625,0.18359375,0.51171875,0.43359375,0.4776633792781763
153,0.91796875,0.23828125,0.50390625,0.41015625,0.43359375,0.26171875,0.18359375,0.3072799929770882
154,0.41796875,0.73828125,0.00390625,0.91015625,0.93359375,0.76171875,0.68359375,0.27843935282514903
155,0.29296875,0.11328125,0.87890625,0.03515625,0.30859375,0.88671875,0.80859375,0.23927693599423944
156,0.79296875,0.61328125,0.37890625,0.53515625,0.80859375,0.38671875,0.30859375,0.45198328241572633
157,0.54296875,0.36328125,0.12890625,0.28515625,0.55859375,0.63671875,0.05859375,0.22226087277947956
158,0.04296875,0.86328125,0.62890625,0.78515625,0.05859375,0.13671875,0.55859375,0.19845041941759436
159,0.05859375,0.06640625,0.33203125,0.39453125,0.76171875,0.80859375,0.19921875,0.18856880467483247
160,0.55859375,0.56640625,0.83203125,0.89453125,0.26171875,0.30859375,0.69921875,0.4771700548093764
161,0.80859375,0.31640625,0.58203125,0.14453125,0.01171875,0.55859375,0.94921875,0.21733889104971296
162,0.30859375,0.81640625,0.08203125,0.64453125,0.51171875,0.05859375,0.44921875,0.22932899448522576
163,0.43359375,0.44140625,0.95703125,0.26953125,0.13671875,0.18359375,0.07421875,0.20277747280662747
164,0.93359375,0.94140625,0.45703125,0.76953125,0.63671875,0.68359375,0.57421875,0.6313339647165268
165,0.68359375,0.19140625,0.20703125,0.01953125,0.88671875,0.43359375,0.82421875,0.22651980316032239
166,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,0.41272367240695484
167,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.17691811475468167
168,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.528957060014211
169,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.28912797754150327
170,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.1722353940721937
171,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.16278966811349677
172,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.3573275192059806
173,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.4423481224453732
174,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.39628438109363817
175,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.24190781797466693
176,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.13892190081508143
177,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.33033168254441003
178,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.5645000648528251
179,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.1867288451986522
180,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.517498048872386
181,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.3936832371998147
182,0.21484375,0.78515625,0.42578125,0.92578125,0.16796875,0.71484375,0.85546875,0.4281869684151737
183,0.15234375,0.22265625,0.86328125,0.73828125,0.10546875,0.65234375,0.66796875,0.31011093406661183
184,0.65234375,0.72265625,0.36328125,0.23828125,0.60546875,0.15234375,0.16796875,0.28682315896715865
185,0.90234375,0.47265625,0.11328125,0.98828125,0.85546875,0.90234375,0.41796875,0.4886261241998486
186,0.40234375,0.97265625,0.61328125,0.48828125,0.35546875,0.40234375,0.91796875,0.48852410032263305
187,0.27734375,0.34765625,0.48828125,0.61328125,0.98046875,0.27734375,0.54296875,0.3962486899373971
188,0.77734375,0.84765625,0.98828125,0.11328125,0.48046875,0.77734375,0.04296875,0.3195525794365014
189,0.52734375,0.09765625,0.73828125,0.86328125,0.23046875,0.02734375,0.29296875,0.18743944192108702
190,0.02734375,0.59765625,0.23828125,0.36328125,0.73046875,0.52734375,0.79296875,0.26834748399843017
191,0.01953125,0.19921875,0.73046875,0.24609375,0.25390625,0.70703125,0.06640625,0.12581832847821206
192,0.51953125,0.69921875,0.23046875,0.74609375,0.75390625,0.20703125,0.56640625,0.41351791340381533
193,0.76953125,0.44921875,0.48046875,0.49609375,0.50390625,0.95703125,0.81640625,0.5504685087413507
194,0.26953125,0.94921875,0.98046875,0.99609375,0.00390625,0.45703125,0.31640625,0.21950274754476992
195,0.39453125,0.32421875,0.10546875,0.12109375,0.62890625,0.33203125,0.19140625,0.19011757400281878
196,0.89453125,0.82421875,0.60546875,0.62109375,0.12890625,0.83203125,0.69140625,0.5118187849772988
197,0.64453125,0.07421875,0.85546875,0.37109375,0.37890625,0.08203125,0.94140625,0.269670492026002
198,0.14453125,0.57421875,0.35546875,0.87109375,0.87890625,0.58203125,0.44140625,0.41689832079295497
199,0.20703125,0.38671875,0.91796875,0.55859375,0.81640625,0.51953125,0.00390625,0.19159545520121837
200,0.70703125,0.88671875,0.41796875,0.05859375,0.31640625,0.01953125,0.50390625,0.17912639826250262
201,0.95703125,0.13671875,0.16796875,0.80859375,0.06640625,0.76953125,0.75390625,0.29081703126631225
202,0.45703125,0.63671875,0.66796875,0.30859375,0.56640625,0.26953125,0.25390625,0.3582077442808788
203,0.33203125,0.01171875,0.29296875,0.68359375,0.19140625,0.39453125,0.12890625,0.1232925994038314
204,0.83203125,0.51171875,0.79296875,0.18359375,0.69140625,0.89453125,0.62890625,0.5250306455314199
205,0.58203125,0.26171875,0.54296875,0.93359375,0.94140625,0.14453125,0.87890625,0.4497810917338836
206,0.08203125,0.76171875,0.04296875,0.43359375,0.44140625,0.64453125,0.37890625,0.21481127400485195
207,0.11328125,0.29296875,0.38671875,0.33984375,0.03515625,0.92578125,0.59765625,0.19973965254249298
208,0.61328125,0.79296875,0.88671875,0.83984375,0.53515625,0.42578125,0.09765625,0.4399174732732545
209,0.86328125,0.04296875,0.63671875,0.08984375,0.78515625,0.67578125,0.34765625,0.26370983612695037
210,0.36328125,0.54296875,0.13671875,0.58984375,0.28515625,0.17578125,0.84765625,0.29016628293026175
211,0.48828125,0.16796875,0.76171875,0.46484375,0.91015625,0.05078125,0.72265625,0.30883434310629715
212,0.98828125,0.66796875,0.26171875,0.96484375,0.41015625,0.55078125,0.22265625,0.44277106850714026
213,0.73828125,0.41796875,0.01171875,0.21484375,0.16015625,0.30078125,0.47265625,0.14715607694236468
214,0.23828125,0.91796875,0.51171875,0.71484375,0.66015625,0.80078125,0.97265625,0.5716240823805256
215,0.17578125,0.10546875,0.19921875,0.90234375,0.59765625,0.86328125,0.53515625,0.30605299267279723
216,0.67578125,0.60546875,0.69921875,0.40234375,0.09765625,0.36328125,0.03515625,0.22018893089666192
217,0.92578125,0.35546875,0.94921875,0.65234375,0.34765625,0.61328125,0.28515625,0.47174098495278627
218,0.42578125,0.85546875,0.44921875,0.15234375,0.84765625,0.11328125,0.78515625,0.3456135353340125
219,0.30078125,0.48046875,0.57421875,0.77734375,0.47265625,0.23828125,0.66015625,0.404031292660634
220,0.80078125,0.98046875,0.07421875,0.27734375,0.97265625,0.73828125,0.16015625,0.3449696667635209
221,0.55078125,0.23046875,0.32421875,0.52734375,0.72265625,0.48828125,0.41015625,0.3766703244143824
222,0.05078125,0.73046875,0.82421875,0.02734375,0.22265625,0.98828125,0.91015625,0.2264633236757174
223,0.03515625,0.46484375,0.15234375,0.66796875,0.95703125,0.06640625,0.33203125,0.16868989679273194
224,0.53515625,0.96484375,0.65234375,0.16796875,0.45703125,0.56640625,0.83203125,0.47047957597809914
225,0.78515625,0.21484375,0.90234375,0.91796875,0.20703125,0.31640625,0.58203125,0.41108164442949147
226,0.28515625,0.71484375,0.40234375,0.41796875,0.70703125,0.81640625,0.08203125,0.33716201673345453
227,0.41015625,0.08984375,0.52734375,0.54296875,0.08203125,0.94140625,0.45703125,0.2613969221857645
228,0.91015625,0.58984375,0.02734375,0.04296875,0.58203125,0.44140625,0.95703125,0.2233210416345894
229,0.66015625,0.33984375,0.27734375,0.79296875,0.83203125,0.69140625,0.70703125,0.5098351561581129
230,0.16015625,0.83984375,0.77734375,0.29296875,0.33203125,0.19140625,0.20703125,0.2650740811617371
231,0.22265625,0.15234375,0.46484375,0.10546875,0.39453125,0.12890625,0.26953125,0.154884226845915
232,0.72265625,0.65234375,0.96484375,0.60546875,0.89453125,0.62890625,0.76953125,0.6756886897959007
233,0.97265625,0.40234375,0.71484375,0.35546875,0.64453125,0.37890625,0.51953125,0.4731325788479902
234,0.47265625,0.90234375,0.21484375,0.85546875,0.14453125,0.87890625,0.01953125,0.23270802180646213
235,0.34765625,0.27734375,0.83984375,0.23046875,0.51953125,0.75390625,0.39453125,0.37134792549724294
236,0.84765625,0.77734375,0.33984375,0.73046875,0.01953125,0.25390625,0.89453125,0.293761845333384
237,0.59765625,0.02734375,0.08984375,0.48046875,0.26953125,0.50390625,0.64453125,0.18811448158446478
238,0.09765625,0.52734375,0.58984375,0.98046875,0.76953125,0.00390625,0.14453125,0.13800555661222239
239,0.06640625,0.05859375,0.99609375,0.76171875,0.73828125,0.28515625,0.86328125,0.27873312325853916
240,0.56640625,0.55859375,0.49609375,0.26171875,0.23828125,0.78515625,0.36328125,0.3693444365044809
241,0.81640625,0.30859375,0.24609375,0.51171875,0.48828125,0.03515625,0.11328125,0.18808075870356966
242,0.31640625,0.80859375,0.74609375,0.01171875,0.98828125,0.53515625,0.61328125,0.29375695123594564
243,0.44140625,0.43359375,0.37109375,0.88671875,0.36328125,0.66015625,0.98828125,0.48614630095145805
244,0.94140625,0.93359375,0.87109375,0.38671875,0.86328125,0.16015625,0.48828125,0.509505780003268
245,0.69140625,0.18359375,0.62109375,0.63671875,0.61328125,0.91015625,0.23828125,0.4265993535950648
246,0.19140625,0.68359375,0.12109375,0.13671875,0.11328125,0.41015625,0.73828125,0.19482288920376073
247,0.12890625,0.37109375,0.68359375,0.44921875,0.17578125,0.47265625,0.80078125,0.30923671758297483
248,0.62890625,0.87109375,0.18359375,0.94921875,0.67578125,0.97265625,0.30078125,0.5048470069227413
249,0.87890625,0.12109375,0.43359375,0.19921875,0.92578125,0.22265625,0.05078125,0.20449798976444863
250,0.37890625,0.62109375,0.93359375,0.69921875,0.42578125,0.72265625,0.55078125,0.5315107859027034
251,0.25390625,0.24609375,0.05859375,0.32421875,0.80078125,0.59765625,0.92578125,0.2777613384348442
252,0.75390625,0.74609375,0.55859375,0.82421875,0.30078125,0.09765625,0.42578125,0.3785968004395128
253,0.50390625,0.49609375,0.80859375,0.07421875,0.05078125,0.84765625,0.17578125,0.21086793227390152
254,0.00390625,0.99609375,0.30859375,0.57421875,0.55078125,0.34765625,0.67578125,0.20162930299128512
255,0.005859375,0.498046875,0.654296875,0.283203125,0.833984375,0.974609375,0.966796875,0.26755708250434773
256,0.505859375,0.998046875,0.154296875,0.783203125,0.333984375,0.474609375,0.466796875,0.4000165327721937
257,0.755859375,0.248046875,0.404296875,0.033203125,0.083984375,0.724609375,0.216796875,0.1668738690234053
258,0.255859375,0.748046875,0.904296875,0.533203125,0.583984375,0.224609375,0.716796875,0.44524714747796196
259,0.380859375,0.123046875,0.029296875,0.408203125,0.208984375,0.099609375,0.841796875,0.13026807773271265
260,0.880859375,0.623046875,0.529296875,0.908203125,0.708984375,0.599609375,0.341796875,0.5652551136935581
261,0.630859375,0.373046875,0.779296875,0.158203125,0.958984375,0.349609375,0.091796875,0.30447556749061433
262,0.130859375,0.873046875,0.279296875,0.658203125,0.458984375,0.849609375,0.591796875,0.4047328249745224
263,0.193359375,0.185546875,0.966796875,0.970703125,0.271484375,0.787109375,0.904296875,0.4247966728567058
264,0.693359375,0.685546875,0.466796875,0.470703125,0.771484375,0.287109375,0.404296875,0.45071684641172144
265,0.943359375,0.435546875,0.216796875,0.720703125,0.521484375,0.537109375,0.154296875,0.36895713006523717
266,0.443359375,0.935546875,0.716796875,0.220703125,0.021484375,0.037109375,0.654296875,0.1678709510687769
267,0.318359375,0.310546875,0.341796875,0.845703125,0.646484375,0.162109375,0.779296875,0.3584363954156021
268,0.818359375,0.810546875,0.841796875,0.345703125,0.146484375,0.662109375,0.279296875,0.40982418980946744
269,0.568359375,0.060546875,0.591796875,0.595703125,0.396484375,0.412109375,0.029296875,0.18592571724942905
270,0.068359375,0.560546875,0.091796875,0.095703125,0.896484375,0.912109375,0.529296875,0.22078419690294132
271,0.099609375,0.029296875,0.498046875,0.126953125,0.615234375,0.630859375,0.498046875,0.16922803927896604
272,0.599609375,0.529296875,0.998046875,0.626953125,0.115234375,0.130859375,0.998046875,0.3735648959307127
