,0,1,2,3,4,5
54,0.203125,0.609375,0.640625,0.109375,0.359375,0.25301016271133697
55,0.140625,0.421875,0.078125,0.296875,0.421875,0.16299467300202602
56,0.640625,0.921875,0.578125,0.796875,0.921875,0.6960499375487903
57,0.890625,0.171875,0.828125,0.046875,0.671875,0.2690151724538306
58,0.390625,0.671875,0.328125,0.546875,0.171875,0.31932173374238715
59,0.265625,0.046875,0.703125,0.421875,0.546875,0.22680581212309087
60,0.765625,0.546875,0.203125,0.921875,0.046875,0.2635747869533516
61,0.515625,0.296875,0.453125,0.171875,0.296875,0.2611274939199463
62,0.015625,0.796875,0.953125,0.671875,0.796875,0.3012824415480417
63,0.0234375,0.3984375,0.4453125,0.8046875,0.2109375,0.17198039862285514
64,0.5234375,0.8984375,0.9453125,0.3046875,0.7109375,0.5639100239566864
65,0.7734375,0.1484375,0.6953125,0.5546875,0.9609375,0.4695328574112177
66,0.2734375,0.6484375,0.1953125,0.0546875,0.4609375,0.18215000582105167
67,0.3984375,0.0234375,0.8203125,0.9296875,0.8359375,0.2965784724432204
68,0.8984375,0.5234375,0.3203125,0.4296875,0.3359375,0.4027115766377436
69,0.6484375,0.2734375,0.0703125,0.6796875,0.0859375,0.17344509358627067
70,0.1484375,0.7734375,0.5703125,0.1796875,0.5859375,0.3072603817069667
71,0.2109375,0.2109375,0.1328125,0.4921875,0.6484375,0.22286936032639962
72,0.7109375,0.7109375,0.6328125,0.9921875,0.1484375,0.48046496255169957
73,0.9609375,0.4609375,0.8828125,0.2421875,0.3984375,0.4569064982298911
74,0.4609375,0.9609375,0.3828125,0.7421875,0.8984375,0.58433950219825
75,0.3359375,0.3359375,0.5078125,0.3671875,0.2734375,0.2941415424046847
76,0.8359375,0.8359375,0.0078125,0.8671875,0.7734375,0.26333401028137465
77,0.5859375,0.0859375,0.2578125,0.1171875,0.5234375,0.1776990202051424
78,0.0859375,0.5859375,0.7578125,0.6171875,0.0234375,0.16073700536938698
79,0.1171875,0.1171875,0.6640625,0.6484375,0.4921875,0.24872004116457894
80,0.6171875,0.6171875,0.1640625,0.1484375,0.9921875,0.3292540171784321
81,0.8671875,0.3671875,0.4140625,0.8984375,0.7421875,0.5526089175142368
82,0.3671875,0.8671875,0.9140625,0.3984375,0.2421875,0.42713400378420097
83,0.4921875,0.4921875,0.0390625,0.5234375,0.6171875,0.25179065288075597
84,0.9921875,0.9921875,0.5390625,0.0234375,0.1171875,0.20854281885018366
85,0.7421875,0.2421875,0.7890625,0.7734375,0.3671875,0.4637349759082153
86,0.2421875,0.7421875,0.2890625,0.2734375,0.8671875,0.35277004175830384
87,0.1796875,0.3046875,0.9765625,0.0859375,0.9296875,0.2735251341578783
88,0.6796875,0.8046875,0.4765625,0.5859375,0.4296875,0.5176746895811375
89,0.9296875,0.0546875,0.2265625,0.3359375,0.1796875,0.1712771390604472
90,0.4296875,0.5546875,0.7265625,0.8359375,0.6796875,0.5666101852274248
91,0.3046875,0.1796875,0.3515625,0.2109375,0.0546875,0.12359764642689183
92,0.8046875,0.6796875,0.8515625,0.7109375,0.5546875,0.6502315470019797
93,0.5546875,0.4296875,0.6015625,0.4609375,0.8046875,0.49379252506373494
94,0.0546875,0.9296875,0.1015625,0.9609375,0.3046875,0.21053191906513802
95,0.0390625,0.1328125,0.9296875,0.3515625,0.5078125,0.1814817241356997
96,0.5390625,0.6328125,0.4296875,0.8515625,0.0078125,0.18762380833561404
97,0.7890625,0.3828125,0.1796875,0.1015625,0.2578125,0.2071784243109539
98,0.2890625,0.8828125,0.6796875,0.6015625,0.7578125,0.539704136395681
99,0.4140625,0.2578125,0.3046875,0.4765625,0.3828125,0.2963420241191306
100,0.9140625,0.7578125,0.8046875,0.9765625,0.8828125,0.8013636528822308
101,0.6640625,0.0078125,0.5546875,0.2265625,0.6328125,0.14812324012194028
102,0.1640625,0.5078125,0.0546875,0.7265625,0.1328125,0.1508151203043396
103,0.2265625,0.4453125,0.7421875,0.9140625,0.0703125,0.2816298467699667
104,0.7265625,0.9453125,0.2421875,0.4140625,0.5703125,0.4610984205286853
105,0.9765625,0.1953125,0.4921875,0.6640625,0.8203125,0.4894553992403798
106,0.4765625,0.6953125,0.9921875,0.1640625,0.3203125,0.38181086712491524
107,0.3515625,0.0703125,0.1171875,0.7890625,0.9453125,0.23073170661142128
108,0.8515625,0.5703125,0.6171875,0.2890625,0.4453125,0.4592275472806039
109,0.6015625,0.3203125,0.8671875,0.5390625,0.1953125,0.3834213156674834
110,0.1015625,0.8203125,0.3671875,0.0390625,0.6953125,0.17974763575874744
111,0.0703125,0.3515625,0.2109375,0.1953125,0.7890625,0.17813557467621738
112,0.5703125,0.8515625,0.7109375,0.6953125,0.2890625,0.5241939251777856
113,0.8203125,0.1015625,0.9609375,0.4453125,0.0390625,0.20608607608115617
114,0.3203125,0.6015625,0.4609375,0.9453125,0.5390625,0.47614204414288325
115,0.4453125,0.2265625,0.5859375,0.0703125,0.1640625,0.17037066513031385
116,0.9453125,0.7265625,0.0859375,0.5703125,0.6640625,0.40529172291880516
117,0.6953125,0.4765625,0.3359375,0.3203125,0.9140625,0.441917754700935
118,0.1953125,0.9765625,0.8359375,0.8203125,0.4140625,0.4958188138323268
119,0.1328125,0.0390625,0.3984375,0.5078125,0.3515625,0.1434806101857018
120,0.6328125,0.5390625,0.8984375,0.0078125,0.8515625,0.22735139766808793
121,0.8828125,0.2890625,0.6484375,0.7578125,0.6015625,0.5340637205914962
122,0.3828125,0.7890625,0.1484375,0.2578125,0.1015625,0.1970754677509041
123,0.2578125,0.4140625,0.7734375,0.6328125,0.7265625,0.4575346572433695
124,0.7578125,0.9140625,0.2734375,0.1328125,0.2265625,0.2934620203247964
125,0.5078125,0.1640625,0.0234375,0.8828125,0.4765625,0.17919890240189063
126,0.0078125,0.6640625,0.5234375,0.3828125,0.9765625,0.1896434032400127
127,0.01171875,0.33203125,0.78515625,0.94140625,0.46484375,0.20390331232926046
128,0.51171875,0.83203125,0.28515625,0.44140625,0.96484375,0.4906764996408928
129,0.76171875,0.08203125,0.03515625,0.69140625,0.71484375,0.19305083321825547
130,0.26171875,0.58203125,0.53515625,0.19140625,0.21484375,0.25763562475407326
131,0.38671875,0.20703125,0.41015625,0.81640625,0.58984375,0.37401556896078014
132,0.88671875,0.70703125,0.91015625,0.31640625,0.08984375,0.3762414547112206
133,0.63671875,0.45703125,0.66015625,0.56640625,0.33984375,0.4548137761490774
134,0.13671875,0.95703125,0.16015625,0.06640625,0.83984375,0.1968399074707533
135,0.19921875,0.01953125,0.59765625,0.25390625,0.90234375,0.15916416195035551
136,0.69921875,0.51953125,0.09765625,0.75390625,0.40234375,0.3416833907249219
137,0.94921875,0.26953125,0.34765625,0.00390625,0.15234375,0.07724985416331306
138,0.44921875,0.76953125,0.84765625,0.50390625,0.65234375,0.5639434745292554
139,0.32421875,0.39453125,0.22265625,0.37890625,0.02734375,0.13447951579593512
140,0.82421875,0.89453125,0.72265625,0.87890625,0.52734375,0.6936949444421829
141,0.57421875,0.14453125,0.97265625,0.12890625,0.77734375,0.3192684826395035
142,0.07421875,0.64453125,0.47265625,0.62890625,0.27734375,0.2682035465760153
143,0.10546875,0.17578125,0.06640625,0.59765625,0.24609375,0.11616850446874255
144,0.60546875,0.67578125,0.56640625,0.09765625,0.74609375,0.3797789940951654
145,0.85546875,0.42578125,0.81640625,0.84765625,0.99609375,0.6962095813794432
146,0.35546875,0.92578125,0.31640625,0.34765625,0.49609375,0.38525847906194344
147,0.48046875,0.30078125,0.69140625,0.72265625,0.87109375,0.5127771415534337
148,0.98046875,0.80078125,0.19140625,0.22265625,0.37109375,0.35341932660669134
149,0.73046875,0.05078125,0.44140625,0.97265625,0.12109375,0.22414336280872874
150,0.23046875,0.55078125,0.94140625,0.47265625,0.62109375,0.4493944644585732
151,0.16796875,0.48828125,0.25390625,0.16015625,0.68359375,0.23389438678770183
152,0.66796875,0.98828125,0.75390625,0.66015625,0.18359375,0.5079806570797905
153,0.91796875,0.23828125,0.50390625,0.41015625,0.43359375,0.39316614151502055
154,0.41796875,0.73828125,0.00390625,0.91015625,0.93359375,0.19009045392018403
155,0.29296875,0.11328125,0.87890625,0.03515625,0.30859375,0.1372507980252305
156,0.79296875,0.61328125,0.37890625,0.53515625,0.80859375,0.5407159174407336
157,0.54296875,0.36328125,0.12890625,0.28515625,0.55859375,0.26996824818947185
158,0.04296875,0.86328125,0.62890625,0.78515625,0.05859375,0.1924608793492498
159,0.05859375,0.06640625,0.33203125,0.39453125,0.76171875,0.14558088901571895
160,0.55859375,0.56640625,0.83203125,0.89453125,0.26171875,0.5104376584193999
161,0.80859375,0.31640625,0.58203125,0.14453125,0.01171875,0.12839693141596925
162,0.30859375,0.81640625,0.08203125,0.64453125,0.51171875,0.3064269082987105
163,0.43359375,0.44140625,0.95703125,0.26953125,0.13671875,0.30570368582852886
164,0.93359375,0.94140625,0.45703125,0.76953125,0.63671875,0.6601512045873051
165,0.68359375,0.19140625,0.20703125,0.01953125,0.88671875,0.15360019490803117
166,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.38562304052289936
167,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.1388349694069135
168,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.5410729691022541
169,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.1889204639568132
170,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.14788161445089326
171,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.397855186295813
172,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.3105833597948293
173,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.43193078568092186
174,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.3889409366442881
175,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.1613510933927651
176,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.16780707432918718
177,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.261597498067095
178,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.5854974802178854
179,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.12172215067152428
180,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.6740311208156071
181,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.4948162785592489
182,0.21484375,0.78515625,0.42578125,0.92578125,0.16796875,0.3447015927724808
183,0.15234375,0.22265625,0.86328125,0.73828125,0.10546875,0.23390033054471826
184,0.65234375,0.72265625,0.36328125,0.23828125,0.60546875,0.41474887093596013
185,0.90234375,0.47265625,0.11328125,0.98828125,0.85546875,0.4652075582187538
186,0.40234375,0.97265625,0.61328125,0.48828125,0.35546875,0.46728323579317427
187,0.27734375,0.34765625,0.48828125,0.61328125,0.98046875,0.42791069694442646
188,0.77734375,0.84765625,0.98828125,0.11328125,0.48046875,0.45044788979225553
189,0.52734375,0.09765625,0.73828125,0.86328125,0.23046875,0.3141881588582622
190,0.02734375,0.59765625,0.23828125,0.36328125,0.73046875,0.19053769853621655
191,0.01953125,0.19921875,0.73046875,0.24609375,0.25390625,0.11547768584680071
192,0.51953125,0.69921875,0.23046875,0.74609375,0.75390625,0.48043303334318876
193,0.76953125,0.44921875,0.48046875,0.49609375,0.50390625,0.46693581019759123
194,0.26953125,0.94921875,0.98046875,0.99609375,0.00390625,0.1876693894729503
195,0.39453125,0.32421875,0.10546875,0.12109375,0.62890625,0.19024757826810662
196,0.89453125,0.82421875,0.60546875,0.62109375,0.12890625,0.4513044043276116
197,0.64453125,0.07421875,0.85546875,0.37109375,0.37890625,0.2941433236181171
198,0.14453125,0.57421875,0.35546875,0.87109375,0.87890625,0.4062606737663432
199,0.20703125,0.38671875,0.91796875,0.55859375,0.81640625,0.4447476857699956
200,0.70703125,0.88671875,0.41796875,0.05859375,0.31640625,0.2822782108817004
201,0.95703125,0.13671875,0.16796875,0.80859375,0.06640625,0.1973435924584829
202,0.45703125,0.63671875,0.66796875,0.30859375,0.56640625,0.44612804501585335
203,0.33203125,0.01171875,0.29296875,0.68359375,0.19140625,0.10937888023497053
204,0.83203125,0.51171875,0.79296875,0.18359375,0.69140625,0.47029898453803287
205,0.58203125,0.26171875,0.54296875,0.93359375,0.94140625,0.5296638921643121
206,0.08203125,0.76171875,0.04296875,0.43359375,0.44140625,0.15756779074939303
207,0.11328125,0.29296875,0.38671875,0.33984375,0.03515625,0.1103319029207094
208,0.61328125,0.79296875,0.88671875,0.83984375,0.53515625,0.6579341336003179
209,0.86328125,0.04296875,0.63671875,0.08984375,0.78515625,0.21588453544561856
210,0.36328125,0.54296875,0.13671875,0.58984375,0.28515625,0.2775818422307427
211,0.48828125,0.16796875,0.76171875,0.46484375,0.91015625,0.4212257175230614
212,0.98828125,0.66796875,0.26171875,0.96484375,0.41015625,0.5224531292794722
213,0.73828125,0.41796875,0.01171875,0.21484375,0.16015625,0.10326634236521971
214,0.23828125,0.91796875,0.51171875,0.71484375,0.66015625,0.4930390524431574
215,0.17578125,0.10546875,0.19921875,0.90234375,0.59765625,0.2259994989453615
216,0.67578125,0.60546875,0.69921875,0.40234375,0.09765625,0.3452278734200814
217,0.92578125,0.35546875,0.94921875,0.65234375,0.34765625,0.5266216722166505
218,0.42578125,0.85546875,0.44921875,0.15234375,0.84765625,0.4000541682954016
219,0.30078125,0.48046875,0.57421875,0.77734375,0.47265625,0.4352386368848676
220,0.80078125,0.98046875,0.07421875,0.27734375,0.97265625,0.3734965239112318
221,0.55078125,0.23046875,0.32421875,0.52734375,0.72265625,0.3732990529130667
222,0.05078125,0.73046875,0.82421875,0.02734375,0.22265625,0.11715611633325776
223,0.03515625,0.46484375,0.15234375,0.66796875,0.95703125,0.213349296429622
224,0.53515625,0.96484375,0.65234375,0.16796875,0.45703125,0.4191088072625761
225,0.78515625,0.21484375,0.90234375,0.91796875,0.20703125,0.4300334489863324
226,0.28515625,0.71484375,0.40234375,0.41796875,0.70703125,0.4129159702096421
227,0.41015625,0.08984375,0.52734375,0.54296875,0.08203125,0.1817336997727105
228,0.91015625,0.58984375,0.02734375,0.04296875,0.58203125,0.14326701235477243
229,0.66015625,0.33984375,0.27734375,0.79296875,0.83203125,0.4657373983976053
230,0.16015625,0.83984375,0.77734375,0.29296875,0.33203125,0.3371539628811827
231,0.22265625,0.15234375,0.46484375,0.10546875,0.39453125,0.1685802080299248
232,0.72265625,0.65234375,0.96484375,0.60546875,0.89453125,0.6933282154203485
233,0.97265625,0.40234375,0.71484375,0.35546875,0.64453125,0.5149441996084727
234,0.47265625,0.90234375,0.21484375,0.85546875,0.14453125,0.34586605846877033
235,0.34765625,0.27734375,0.83984375,0.23046875,0.51953125,0.3333522763523306
236,0.84765625,0.77734375,0.33984375,0.73046875,0.01953125,0.25457151569883235
237,0.59765625,0.02734375,0.08984375,0.48046875,0.26953125,0.11792064777462177
238,0.09765625,0.52734375,0.58984375,0.98046875,0.76953125,0.40763134553206803
239,0.06640625,0.05859375,0.99609375,0.76171875,0.73828125,0.23124141217807365
240,0.56640625,0.55859375,0.49609375,0.26171875,0.23828125,0.3341040320586856
241,0.81640625,0.30859375,0.24609375,0.51171875,0.48828125,0.3722252531077389
242,0.31640625,0.80859375,0.74609375,0.01171875,0.98828125,0.23207446992196676
243,0.44140625,0.43359375,0.37109375,0.88671875,0.36328125,0.4074675841260852
244,0.94140625,0.93359375,0.87109375,0.38671875,0.86328125,0.6989147091868977
245,0.69140625,0.18359375,0.62109375,0.63671875,0.61328125,0.4362027934626208
246,0.19140625,0.68359375,0.12109375,0.13671875,0.11328125,0.12735447932892266
247,0.12890625,0.37109375,0.68359375,0.44921875,0.17578125,0.24136267528714034
248,0.62890625,0.87109375,0.18359375,0.94921875,0.67578125,0.5157071048723109
249,0.87890625,0.12109375,0.43359375,0.19921875,0.92578125,0.32317178947370934
250,0.37890625,0.62109375,0.93359375,0.69921875,0.42578125,0.5172971591240051
251,0.25390625,0.24609375,0.05859375,0.32421875,0.80078125,0.18634994213267236
252,0.75390625,0.74609375,0.55859375,0.82421875,0.30078125,0.5379014962851068
253,0.50390625,0.49609375,0.80859375,0.07421875,0.05078125,0.1755837431712714
254,0.00390625,0.99609375,0.30859375,0.57421875,0.55078125,0.14466278191018614
255,0.005859375,0.498046875,0.654296875,0.283203125,0.833984375,0.15190136095391393
256,0.505859375,0.998046875,0.154296875,0.783203125,0.333984375,0.39671179207011104
257,0.755859375,0.248046875,0.404296875,0.033203125,0.083984375,0.12177759674470914
258,0.255859375,0.748046875,0.904296875,0.533203125,0.583984375,0.4952757198446368
259,0.380859375,0.123046875,0.029296875,0.408203125,0.208984375,0.10127561033899712
260,0.880859375,0.623046875,0.529296875,0.908203125,0.708984375,0.6528329527765337
261,0.630859375,0.373046875,0.779296875,0.158203125,0.958984375,0.4262190304357694
262,0.130859375,0.873046875,0.279296875,0.658203125,0.458984375,0.3328925961781138
263,0.193359375,0.185546875,0.966796875,0.970703125,0.271484375,0.32871423126991284
264,0.693359375,0.685546875,0.466796875,0.470703125,0.771484375,0.5419777741688783
265,0.943359375,0.435546875,0.216796875,0.720703125,0.521484375,0.4446312664676433
266,0.443359375,0.935546875,0.716796875,0.220703125,0.021484375,0.20674392719473517
267,0.318359375,0.310546875,0.341796875,0.845703125,0.646484375,0.38780501571967557
268,0.818359375,0.810546875,0.841796875,0.345703125,0.146484375,0.4277960731367427
269,0.568359375,0.060546875,0.591796875,0.595703125,0.396484375,0.2815931665003713
270,0.068359375,0.560546875,0.091796875,0.095703125,0.896484375,0.13536620569640564
271,0.099609375,0.029296875,0.498046875,0.126953125,0.615234375,0.10025648141811942
272,0.599609375,0.529296875,0.998046875,0.626953125,0.115234375,0.4074896075978772
273,0.849609375,0.279296875,0.748046875,0.376953125,0.365234375,0.41370435821099366
274,0.349609375,0.779296875,0.248046875,0.876953125,0.865234375,0.4897555570213072
275,0.474609375,0.404296875,0.873046875,0.001953125,0.490234375,0.11189331450464188
276,0.974609375,0.904296875,0.373046875,0.501953125,0.990234375,0.6337792720790083
277,0.724609375,0.154296875,0.123046875,0.251953125,0.740234375,0.24097618988550926
278,0.224609375,0.654296875,0.623046875,0.751953125,0.240234375,0.3779565901432937
279,0.162109375,0.341796875,0.185546875,0.564453125,0.052734375,0.13591723256795035
280,0.662109375,0.841796875,0.685546875,0.064453125,0.552734375,0.36113111107824336
281,0.912109375,0.091796875,0.935546875,0.814453125,0.802734375,0.48961534352829145
282,0.412109375,0.591796875,0.435546875,0.314453125,0.302734375,0.3366910198183661
283,0.287109375,0.216796875,0.560546875,0.689453125,0.927734375,0.4051383813287282
284,0.787109375,0.716796875,0.060546875,0.189453125,0.427734375,0.24561726427015004
285,0.537109375,0.466796875,0.310546875,0.939453125,0.177734375,0.3572547778126361
286,0.037109375,0.966796875,0.810546875,0.439453125,0.677734375,0.3245202983741925
287,0.052734375,0.232421875,0.232421875,0.861328125,0.380859375,0.18550444738486782
288,0.552734375,0.732421875,0.732421875,0.361328125,0.880859375,0.5613869517691018
289,0.802734375,0.482421875,0.982421875,0.611328125,0.630859375,0.6189369140619552
290,0.302734375,0.982421875,0.482421875,0.111328125,0.130859375,0.22879398847994722
291,0.427734375,0.357421875,0.607421875,0.986328125,0.505859375,0.47867366592935573
292,0.927734375,0.857421875,0.107421875,0.486328125,0.005859375,0.12706033169001138
293,0.677734375,0.107421875,0.357421875,0.736328125,0.255859375,0.282904229232899
294,0.177734375,0.607421875,0.857421875,0.236328125,0.755859375,0.37792890898789644
295,0.240234375,0.419921875,0.419921875,0.423828125,0.943359375,0.38004775697687077
296,0.740234375,0.919921875,0.919921875,0.923828125,0.443359375,0.6995006296498194
297,0.990234375,0.169921875,0.669921875,0.173828125,0.193359375,0.26556417446486497
298,0.490234375,0.669921875,0.169921875,0.673828125,0.693359375,0.41990675333605204
299,0.365234375,0.044921875,0.794921875,0.298828125,0.068359375,0.13049934449544423
300,0.865234375,0.544921875,0.294921875,0.798828125,0.568359375,0.5132024911337151
301,0.615234375,0.294921875,0.044921875,0.048828125,0.818359375,0.1384035811919279
302,0.115234375,0.794921875,0.544921875,0.548828125,0.318359375,0.32505966252225843
303,0.083984375,0.263671875,0.888671875,0.705078125,0.162109375,0.2330954822725743
304,0.583984375,0.763671875,0.388671875,0.205078125,0.662109375,0.41013744069698926
305,0.833984375,0.013671875,0.138671875,0.955078125,0.912109375,0.20549684191173828
306,0.333984375,0.513671875,0.638671875,0.455078125,0.412109375,0.3974839416448518
307,0.458984375,0.138671875,0.263671875,0.580078125,0.787109375,0.31515889097422345
308,0.958984375,0.638671875,0.763671875,0.080078125,0.287109375,0.3416309301630266
309,0.708984375,0.388671875,0.513671875,0.830078125,0.037109375,0.2749068612656801
310,0.208984375,0.888671875,0.013671875,0.330078125,0.537109375,0.15182349403487883
311,0.146484375,0.076171875,0.701171875,0.017578125,0.724609375,0.09607486077463863
312,0.646484375,0.576171875,0.201171875,0.517578125,0.224609375,0.3249680535447415
313,0.896484375,0.326171875,0.451171875,0.267578125,0.474609375,0.3790871007487264
314,0.396484375,0.826171875,0.951171875,0.767578125,0.974609375,0.6850075508711416
315,0.271484375,0.451171875,0.076171875,0.142578125,0.349609375,0.153223835958921
316,0.771484375,0.951171875,0.576171875,0.642578125,0.849609375,0.6835548513056977
317,0.521484375,0.201171875,0.826171875,0.392578125,0.599609375,0.39682490688230854
318,0.021484375,0.701171875,0.326171875,0.892578125,0.099609375,0.1505431832810209
319,0.029296875,0.099609375,0.833984375,0.525390625,0.888671875,0.1953877594147265
320,0.529296875,0.599609375,0.333984375,0.025390625,0.388671875,0.19115631639635375
321,0.779296875,0.349609375,0.083984375,0.775390625,0.138671875,0.23844112481185742
322,0.279296875,0.849609375,0.583984375,0.275390625,0.638671875,0.41345022232029616
323,0.404296875,0.474609375,0.458984375,0.650390625,0.013671875,0.17689936022871544
324,0.904296875,0.974609375,0.958984375,0.150390625,0.513671875,0.5170871969916709
325,0.654296875,0.224609375,0.708984375,0.900390625,0.763671875,0.5279451683853775
326,0.154296875,0.724609375,0.208984375,0.400390625,0.263671875,0.2385975536367408
327,0.216796875,0.287109375,0.521484375,0.212890625,0.451171875,0.2530279403486996
328,0.716796875,0.787109375,0.021484375,0.712890625,0.951171875,0.32049173653272944
329,0.966796875,0.037109375,0.271484375,0.462890625,0.701171875,0.253904275599762
330,0.466796875,0.537109375,0.771484375,0.962890625,0.201171875,0.4561764117261017
331,0.341796875,0.162109375,0.146484375,0.087890625,0.576171875,0.14796357031313853
332,0.841796875,0.662109375,0.646484375,0.587890625,0.076171875,0.3757797961290893
333,0.591796875,0.412109375,0.896484375,0.337890625,0.326171875,0.41236410472040363
334,0.091796875,0.912109375,0.396484375,0.837890625,0.826171875,0.4078841377701813
335,0.123046875,0.380859375,0.052734375,0.931640625,0.669921875,0.21162639542015602
336,0.623046875,0.880859375,0.552734375,0.431640625,0.169921875,0.4048531691138248
337,0.873046875,0.130859375,0.802734375,0.681640625,0.419921875,0.42056307064695686
338,0.373046875,0.630859375,0.302734375,0.181640625,0.919921875,0.34993043017150455
339,0.498046875,0.005859375,0.677734375,0.806640625,0.294921875,0.1537257160259659
340,0.998046875,0.505859375,0.177734375,0.306640625,0.794921875,0.4032619437972412
341,0.748046875,0.255859375,0.427734375,0.556640625,0.544921875,0.4152281671275334
342,0.248046875,0.755859375,0.927734375,0.056640625,0.044921875,0.15109714108577352
343,0.185546875,0.193359375,0.365234375,0.369140625,0.232421875,0.19483725992866022
344,0.685546875,0.693359375,0.865234375,0.869140625,0.732421875,0.7025809191410742
345,0.935546875,0.443359375,0.615234375,0.119140625,0.982421875,0.43319631270597964
346,0.435546875,0.943359375,0.115234375,0.619140625,0.482421875,0.3643757375998601
347,0.310546875,0.318359375,0.990234375,0.494140625,0.857421875,0.46682983547856555
348,0.810546875,0.818359375,0.490234375,0.994140625,0.357421875,0.5871538039135354
