,0,1,2,3,4,5,6,7,8,9
23,0.15625,0.15625,0.53125,0.84375,0.84375,0.40625,0.59375,0.15625,0.96875,0.3490345493026047
24,0.65625,0.65625,0.03125,0.34375,0.34375,0.90625,0.09375,0.65625,0.46875,0.2636747165177243
25,0.90625,0.40625,0.28125,0.59375,0.09375,0.15625,0.34375,0.40625,0.71875,0.2930673853946948
26,0.40625,0.90625,0.78125,0.09375,0.59375,0.65625,0.84375,0.90625,0.21875,0.4318656989678209
27,0.28125,0.28125,0.15625,0.96875,0.21875,0.53125,0.71875,0.53125,0.84375,0.3622670952871597
28,0.78125,0.78125,0.65625,0.46875,0.71875,0.03125,0.21875,0.03125,0.34375,0.21567148328020344
29,0.53125,0.03125,0.90625,0.71875,0.96875,0.78125,0.46875,0.78125,0.59375,0.4325521851922017
30,0.03125,0.53125,0.40625,0.21875,0.46875,0.28125,0.96875,0.28125,0.09375,0.1951435443523069
31,0.046875,0.265625,0.609375,0.578125,0.703125,0.640625,0.265625,0.671875,0.578125,0.3266746201399028
32,0.546875,0.765625,0.109375,0.078125,0.203125,0.140625,0.765625,0.171875,0.078125,0.154325362934168
33,0.796875,0.015625,0.359375,0.828125,0.453125,0.890625,0.515625,0.921875,0.828125,0.37531530291177706
34,0.296875,0.515625,0.859375,0.328125,0.953125,0.390625,0.015625,0.421875,0.328125,0.2572650083067415
35,0.421875,0.140625,0.234375,0.703125,0.328125,0.265625,0.390625,0.046875,0.703125,0.21883079517949883
36,0.921875,0.640625,0.734375,0.203125,0.828125,0.765625,0.890625,0.546875,0.203125,0.49894713313447436
37,0.671875,0.390625,0.984375,0.953125,0.578125,0.015625,0.640625,0.296875,0.953125,0.35729688021835676
38,0.171875,0.890625,0.484375,0.453125,0.078125,0.515625,0.140625,0.796875,0.453125,0.282407449978808
39,0.234375,0.078125,0.796875,0.140625,0.140625,0.578125,0.328125,0.359375,0.640625,0.22319406671435144
40,0.734375,0.578125,0.296875,0.640625,0.640625,0.078125,0.828125,0.859375,0.140625,0.357439049323452
41,0.984375,0.328125,0.046875,0.390625,0.890625,0.828125,0.578125,0.109375,0.890625,0.33481907147202516
42,0.484375,0.828125,0.546875,0.890625,0.390625,0.328125,0.078125,0.609375,0.390625,0.364067558823703
43,0.359375,0.453125,0.421875,0.015625,0.765625,0.453125,0.453125,0.984375,0.515625,0.29094384620415803
44,0.859375,0.953125,0.921875,0.515625,0.265625,0.953125,0.953125,0.484375,0.015625,0.3845977441529654
45,0.609375,0.203125,0.671875,0.265625,0.015625,0.203125,0.703125,0.734375,0.765625,0.24932609971281644
46,0.109375,0.703125,0.171875,0.765625,0.515625,0.703125,0.203125,0.234375,0.265625,0.26768446205310226
47,0.078125,0.234375,0.265625,0.984375,0.984375,0.984375,0.796875,0.453125,0.359375,0.37640709023516544
48,0.578125,0.734375,0.765625,0.484375,0.484375,0.484375,0.296875,0.953125,0.859375,0.5300764853180229
49,0.828125,0.484375,0.515625,0.734375,0.234375,0.734375,0.046875,0.203125,0.109375,0.24870690644689028
50,0.328125,0.984375,0.015625,0.234375,0.734375,0.234375,0.546875,0.703125,0.609375,0.26870556390759626
51,0.453125,0.359375,0.890625,0.859375,0.109375,0.109375,0.921875,0.828125,0.484375,0.37214271991742987
52,0.953125,0.859375,0.390625,0.359375,0.609375,0.609375,0.421875,0.328125,0.984375,0.5021696397073685
53,0.703125,0.109375,0.140625,0.609375,0.859375,0.359375,0.171875,0.578125,0.234375,0.2684692443416855
54,0.203125,0.609375,0.640625,0.109375,0.359375,0.859375,0.671875,0.078125,0.734375,0.29835733319895746
55,0.140625,0.421875,0.078125,0.296875,0.421875,0.796875,0.859375,0.515625,0.421875,0.2913207384650202
56,0.640625,0.921875,0.578125,0.796875,0.921875,0.296875,0.359375,0.015625,0.921875,0.3552028956815711
57,0.890625,0.171875,0.828125,0.046875,0.671875,0.546875,0.109375,0.765625,0.171875,0.25370276569897915
58,0.390625,0.671875,0.328125,0.546875,0.171875,0.046875,0.609375,0.265625,0.671875,0.26341361447527406
59,0.265625,0.046875,0.703125,0.421875,0.546875,0.171875,0.984375,0.140625,0.296875,0.22715794107242754
60,0.765625,0.546875,0.203125,0.921875,0.046875,0.671875,0.484375,0.640625,0.796875,0.37709646405070635
61,0.515625,0.296875,0.453125,0.171875,0.296875,0.421875,0.234375,0.390625,0.046875,0.20252618939329176
62,0.015625,0.796875,0.953125,0.671875,0.796875,0.921875,0.734375,0.890625,0.546875,0.4416104307025164
63,0.0234375,0.3984375,0.4453125,0.8046875,0.2109375,0.8671875,0.3984375,0.6953125,0.2421875,0.2632428644618902
64,0.5234375,0.8984375,0.9453125,0.3046875,0.7109375,0.3671875,0.8984375,0.1953125,0.7421875,0.48769163037086743
65,0.7734375,0.1484375,0.6953125,0.5546875,0.9609375,0.6171875,0.6484375,0.9453125,0.4921875,0.5218704789552254
66,0.2734375,0.6484375,0.1953125,0.0546875,0.4609375,0.1171875,0.1484375,0.4453125,0.9921875,0.20388214267582194
67,0.3984375,0.0234375,0.8203125,0.9296875,0.8359375,0.2421875,0.2734375,0.0703125,0.1171875,0.18327268860498994
68,0.8984375,0.5234375,0.3203125,0.4296875,0.3359375,0.7421875,0.7734375,0.5703125,0.6171875,0.48482480520420884
69,0.6484375,0.2734375,0.0703125,0.6796875,0.0859375,0.4921875,0.5234375,0.3203125,0.3671875,0.24152842794050888
70,0.1484375,0.7734375,0.5703125,0.1796875,0.5859375,0.9921875,0.0234375,0.8203125,0.8671875,0.3023610809735328
71,0.2109375,0.2109375,0.1328125,0.4921875,0.6484375,0.9296875,0.4609375,0.2578125,0.0546875,0.22001893550827678
72,0.7109375,0.7109375,0.6328125,0.9921875,0.1484375,0.4296875,0.9609375,0.7578125,0.5546875,0.5239140778090581
73,0.9609375,0.4609375,0.8828125,0.2421875,0.3984375,0.6796875,0.7109375,0.0078125,0.3046875,0.2652463167015443
74,0.4609375,0.9609375,0.3828125,0.7421875,0.8984375,0.1796875,0.2109375,0.5078125,0.8046875,0.43166870970468046
75,0.3359375,0.3359375,0.5078125,0.3671875,0.2734375,0.0546875,0.3359375,0.8828125,0.1796875,0.2324018179711174
76,0.8359375,0.8359375,0.0078125,0.8671875,0.7734375,0.5546875,0.8359375,0.3828125,0.6796875,0.3615767104740638
77,0.5859375,0.0859375,0.2578125,0.1171875,0.5234375,0.3046875,0.5859375,0.6328125,0.4296875,0.26105934049475626
78,0.0859375,0.5859375,0.7578125,0.6171875,0.0234375,0.8046875,0.0859375,0.1328125,0.9296875,0.19364029859188508
79,0.1171875,0.1171875,0.6640625,0.6484375,0.4921875,0.5234375,0.9296875,0.4140625,0.9609375,0.3732003572657114
80,0.6171875,0.6171875,0.1640625,0.1484375,0.9921875,0.0234375,0.4296875,0.9140625,0.4609375,0.26142729266375725
81,0.8671875,0.3671875,0.4140625,0.8984375,0.7421875,0.7734375,0.1796875,0.1640625,0.7109375,0.4204893647285172
82,0.3671875,0.8671875,0.9140625,0.3984375,0.2421875,0.2734375,0.6796875,0.6640625,0.2109375,0.3859844884429154
83,0.4921875,0.4921875,0.0390625,0.5234375,0.6171875,0.3984375,0.8046875,0.7890625,0.8359375,0.37989674937351864
84,0.9921875,0.9921875,0.5390625,0.0234375,0.1171875,0.8984375,0.3046875,0.2890625,0.3359375,0.2611415967210051
85,0.7421875,0.2421875,0.7890625,0.7734375,0.3671875,0.1484375,0.0546875,0.5390625,0.5859375,0.29836795025442664
86,0.2421875,0.7421875,0.2890625,0.2734375,0.8671875,0.6484375,0.5546875,0.0390625,0.0859375,0.22850619191792296
87,0.1796875,0.3046875,0.9765625,0.0859375,0.9296875,0.7109375,0.9921875,0.6015625,0.7734375,0.41960963157965675
88,0.6796875,0.8046875,0.4765625,0.5859375,0.4296875,0.2109375,0.4921875,0.1015625,0.2734375,0.323463982016775
89,0.9296875,0.0546875,0.2265625,0.3359375,0.1796875,0.9609375,0.2421875,0.8515625,0.5234375,0.28426584619516754
90,0.4296875,0.5546875,0.7265625,0.8359375,0.6796875,0.4609375,0.7421875,0.3515625,0.0234375,0.3402097068497555
91,0.3046875,0.1796875,0.3515625,0.2109375,0.0546875,0.3359375,0.8671875,0.2265625,0.8984375,0.22458781720050947
92,0.8046875,0.6796875,0.8515625,0.7109375,0.5546875,0.8359375,0.3671875,0.7265625,0.3984375,0.5707112187731848
93,0.5546875,0.4296875,0.6015625,0.4609375,0.8046875,0.0859375,0.1171875,0.4765625,0.6484375,0.3177689348053648
94,0.0546875,0.9296875,0.1015625,0.9609375,0.3046875,0.5859375,0.6171875,0.9765625,0.1484375,0.2879116203715493
95,0.0390625,0.1328125,0.9296875,0.3515625,0.5078125,0.4765625,0.1328125,0.1171875,0.6640625,0.19065750984994032
96,0.5390625,0.6328125,0.4296875,0.8515625,0.0078125,0.9765625,0.6328125,0.6171875,0.1640625,0.27788429222611555
97,0.7890625,0.3828125,0.1796875,0.1015625,0.2578125,0.2265625,0.8828125,0.3671875,0.9140625,0.2952040411418058
98,0.2890625,0.8828125,0.6796875,0.6015625,0.7578125,0.7265625,0.3828125,0.8671875,0.4140625,0.5216562555362196
99,0.4140625,0.2578125,0.3046875,0.4765625,0.3828125,0.6015625,0.0078125,0.7421875,0.5390625,0.21935791545525796
100,0.9140625,0.7578125,0.8046875,0.9765625,0.8828125,0.1015625,0.5078125,0.2421875,0.0390625,0.3327675025203579
101,0.6640625,0.0078125,0.5546875,0.2265625,0.6328125,0.8515625,0.7578125,0.9921875,0.7890625,0.32763731450897815
102,0.1640625,0.5078125,0.0546875,0.7265625,0.1328125,0.3515625,0.2578125,0.4921875,0.2890625,0.19894826794568304
103,0.2265625,0.4453125,0.7421875,0.9140625,0.0703125,0.2890625,0.1953125,0.9296875,0.6015625,0.314179533279788
104,0.7265625,0.9453125,0.2421875,0.4140625,0.5703125,0.7890625,0.6953125,0.4296875,0.1015625,0.39870161145639116
105,0.9765625,0.1953125,0.4921875,0.6640625,0.8203125,0.0390625,0.9453125,0.6796875,0.8515625,0.4064625674344618
106,0.4765625,0.6953125,0.9921875,0.1640625,0.3203125,0.5390625,0.4453125,0.1796875,0.3515625,0.33767151642263504
107,0.3515625,0.0703125,0.1171875,0.7890625,0.9453125,0.6640625,0.0703125,0.3046875,0.7265625,0.24193792048120435
108,0.8515625,0.5703125,0.6171875,0.2890625,0.4453125,0.1640625,0.5703125,0.8046875,0.2265625,0.3807760909989675
109,0.6015625,0.3203125,0.8671875,0.5390625,0.1953125,0.9140625,0.8203125,0.0546875,0.9765625,0.38413733664199035
110,0.1015625,0.8203125,0.3671875,0.0390625,0.6953125,0.4140625,0.3203125,0.5546875,0.4765625,0.2510524640237824
111,0.0703125,0.3515625,0.2109375,0.1953125,0.7890625,0.1328125,0.6640625,0.7734375,0.3828125,0.2398371385942974
112,0.5703125,0.8515625,0.7109375,0.6953125,0.2890625,0.6328125,0.1640625,0.2734375,0.8828125,0.4312917946889068
113,0.8203125,0.1015625,0.9609375,0.4453125,0.0390625,0.3828125,0.4140625,0.5234375,0.1328125,0.22951243511896882
114,0.3203125,0.6015625,0.4609375,0.9453125,0.5390625,0.8828125,0.9140625,0.0234375,0.6328125,0.3712891087713581
115,0.4453125,0.2265625,0.5859375,0.0703125,0.1640625,0.7578125,0.5390625,0.3984375,0.2578125,0.25043275671024295
116,0.9453125,0.7265625,0.0859375,0.5703125,0.6640625,0.2578125,0.0390625,0.8984375,0.7578125,0.31454110745211084
117,0.6953125,0.4765625,0.3359375,0.3203125,0.9140625,0.5078125,0.2890625,0.1484375,0.0078125,0.1983204251728748
118,0.1953125,0.9765625,0.8359375,0.8203125,0.4140625,0.0078125,0.7890625,0.6484375,0.5078125,0.3008782365332212
119,0.1328125,0.0390625,0.3984375,0.5078125,0.3515625,0.0703125,0.7265625,0.2109375,0.3203125,0.15901097549228801
120,0.6328125,0.5390625,0.8984375,0.0078125,0.8515625,0.5703125,0.2265625,0.7109375,0.8203125,0.314642710553155
121,0.8828125,0.2890625,0.6484375,0.7578125,0.6015625,0.3203125,0.4765625,0.4609375,0.0703125,0.3537064984614438
122,0.3828125,0.7890625,0.1484375,0.2578125,0.1015625,0.8203125,0.9765625,0.9609375,0.5703125,0.36890224029802055
123,0.2578125,0.4140625,0.7734375,0.6328125,0.7265625,0.9453125,0.6015625,0.5859375,0.4453125,0.5001402056407348
124,0.7578125,0.9140625,0.2734375,0.1328125,0.2265625,0.4453125,0.1015625,0.0859375,0.9453125,0.23976676698989052
125,0.5078125,0.1640625,0.0234375,0.8828125,0.4765625,0.6953125,0.3515625,0.8359375,0.1953125,0.2551963594998642
126,0.0078125,0.6640625,0.5234375,0.3828125,0.9765625,0.1953125,0.8515625,0.3359375,0.6953125,0.2617813260241644
127,0.01171875,0.33203125,0.78515625,0.94140625,0.46484375,0.41796875,0.46484375,0.48828125,0.73046875,0.2940397418394291
128,0.51171875,0.83203125,0.28515625,0.44140625,0.96484375,0.91796875,0.96484375,0.98828125,0.23046875,0.5399976396325491
129,0.76171875,0.08203125,0.03515625,0.69140625,0.71484375,0.16796875,0.71484375,0.23828125,0.98046875,0.25260643021365026
130,0.26171875,0.58203125,0.53515625,0.19140625,0.21484375,0.66796875,0.21484375,0.73828125,0.48046875,0.31906473656994694
131,0.38671875,0.20703125,0.41015625,0.81640625,0.58984375,0.54296875,0.33984375,0.86328125,0.60546875,0.4241432072059956
132,0.88671875,0.70703125,0.91015625,0.31640625,0.08984375,0.04296875,0.83984375,0.36328125,0.10546875,0.24207954779636665
133,0.63671875,0.45703125,0.66015625,0.56640625,0.33984375,0.79296875,0.58984375,0.61328125,0.85546875,0.5307433120344895
134,0.13671875,0.95703125,0.16015625,0.06640625,0.83984375,0.29296875,0.08984375,0.11328125,0.35546875,0.1583255468954692
135,0.19921875,0.01953125,0.59765625,0.25390625,0.90234375,0.35546875,0.40234375,0.55078125,0.54296875,0.2426187917378668
136,0.69921875,0.51953125,0.09765625,0.75390625,0.40234375,0.85546875,0.90234375,0.05078125,0.04296875,0.23495923776616118
137,0.94921875,0.26953125,0.34765625,0.00390625,0.15234375,0.10546875,0.65234375,0.80078125,0.79296875,0.1741717429939541
138,0.44921875,0.76953125,0.84765625,0.50390625,0.65234375,0.60546875,0.15234375,0.30078125,0.29296875,0.3894037694076914
139,0.32421875,0.39453125,0.22265625,0.37890625,0.02734375,0.73046875,0.27734375,0.17578125,0.66796875,0.20522187040153655
140,0.82421875,0.89453125,0.72265625,0.87890625,0.52734375,0.23046875,0.77734375,0.67578125,0.16796875,0.49301253833407005
141,0.57421875,0.14453125,0.97265625,0.12890625,0.77734375,0.98046875,0.52734375,0.42578125,0.91796875,0.4279044431850831
142,0.07421875,0.64453125,0.47265625,0.62890625,0.27734375,0.48046875,0.02734375,0.92578125,0.41796875,0.23830993004608017
143,0.10546875,0.17578125,0.06640625,0.59765625,0.24609375,0.19921875,0.99609375,0.64453125,0.44921875,0.21717829843851416
144,0.60546875,0.67578125,0.56640625,0.09765625,0.74609375,0.69921875,0.49609375,0.14453125,0.94921875,0.39071221212273777
145,0.85546875,0.42578125,0.81640625,0.84765625,0.99609375,0.44921875,0.24609375,0.89453125,0.19921875,0.4920806442031152
146,0.35546875,0.92578125,0.31640625,0.34765625,0.49609375,0.94921875,0.74609375,0.39453125,0.69921875,0.47132057301627384
147,0.48046875,0.30078125,0.69140625,0.72265625,0.87109375,0.82421875,0.87109375,0.01953125,0.32421875,0.34158113409163676
148,0.98046875,0.80078125,0.19140625,0.22265625,0.37109375,0.32421875,0.37109375,0.51953125,0.82421875,0.37937917161219226
149,0.73046875,0.05078125,0.44140625,0.97265625,0.12109375,0.57421875,0.12109375,0.26953125,0.07421875,0.17810432087162376
150,0.23046875,0.55078125,0.94140625,0.47265625,0.62109375,0.07421875,0.62109375,0.76953125,0.57421875,0.3848420641397957
151,0.16796875,0.48828125,0.25390625,0.16015625,0.68359375,0.01171875,0.93359375,0.33203125,0.26171875,0.17247696097697177
152,0.66796875,0.98828125,0.75390625,0.66015625,0.18359375,0.51171875,0.43359375,0.83203125,0.76171875,0.5263147588356479
153,0.91796875,0.23828125,0.50390625,0.41015625,0.43359375,0.26171875,0.18359375,0.08203125,0.01171875,0.1507742481450287
154,0.41796875,0.73828125,0.00390625,0.91015625,0.93359375,0.76171875,0.68359375,0.58203125,0.51171875,0.31603880286135544
155,0.29296875,0.11328125,0.87890625,0.03515625,0.30859375,0.88671875,0.80859375,0.95703125,0.38671875,0.2901704233469057
156,0.79296875,0.61328125,0.37890625,0.53515625,0.80859375,0.38671875,0.30859375,0.45703125,0.88671875,0.47695439032711373
157,0.54296875,0.36328125,0.12890625,0.28515625,0.55859375,0.63671875,0.05859375,0.70703125,0.13671875,0.22791522010964468
158,0.04296875,0.86328125,0.62890625,0.78515625,0.05859375,0.13671875,0.55859375,0.20703125,0.63671875,0.21835459679860625
159,0.05859375,0.06640625,0.33203125,0.39453125,0.76171875,0.80859375,0.19921875,0.81640625,0.18359375,0.21396145043989528
160,0.55859375,0.56640625,0.83203125,0.89453125,0.26171875,0.30859375,0.69921875,0.31640625,0.68359375,0.4596696156209031
161,0.80859375,0.31640625,0.58203125,0.14453125,0.01171875,0.55859375,0.94921875,0.56640625,0.43359375,0.2552564309519374
162,0.30859375,0.81640625,0.08203125,0.64453125,0.51171875,0.05859375,0.44921875,0.06640625,0.93359375,0.21926209902831412
163,0.43359375,0.44140625,0.95703125,0.26953125,0.13671875,0.18359375,0.07421875,0.44140625,0.05859375,0.1749149905903377
164,0.93359375,0.94140625,0.45703125,0.76953125,0.63671875,0.68359375,0.57421875,0.94140625,0.55859375,0.6382192636530137
165,0.68359375,0.19140625,0.20703125,0.01953125,0.88671875,0.43359375,0.82421875,0.19140625,0.30859375,0.21565124737866134
166,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,0.69140625,0.80859375,0.4631074754099625
167,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.12890625,0.12109375,0.14476334807361296
168,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.62890625,0.62109375,0.536291024804949
169,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.37890625,0.37109375,0.29422960172695917
170,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.87890625,0.87109375,0.251949255975346
171,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.50390625,0.24609375,0.18632672322828117
172,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.00390625,0.74609375,0.20374329841655833
173,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.75390625,0.49609375,0.4643631046365122
174,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.25390625,0.99609375,0.4057824742928978
175,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.03515625,0.90234375,0.20778809405439522
176,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.53515625,0.40234375,0.17997642606503106
177,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.28515625,0.65234375,0.33861273187824276
178,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.78515625,0.15234375,0.4869140506412266
179,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.66015625,0.77734375,0.2526364707221264
180,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.16015625,0.27734375,0.4007305161784692
181,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.91015625,0.52734375,0.43809891744246166
182,0.21484375,0.78515625,0.42578125,0.92578125,0.16796875,0.71484375,0.85546875,0.41015625,0.02734375,0.28658845503206754
183,0.15234375,0.22265625,0.86328125,0.73828125,0.10546875,0.65234375,0.66796875,0.97265625,0.83984375,0.391213617765988
184,0.65234375,0.72265625,0.36328125,0.23828125,0.60546875,0.15234375,0.16796875,0.47265625,0.33984375,0.29769484787742406
185,0.90234375,0.47265625,0.11328125,0.98828125,0.85546875,0.90234375,0.41796875,0.72265625,0.58984375,0.5098101642806159
186,0.40234375,0.97265625,0.61328125,0.48828125,0.35546875,0.40234375,0.91796875,0.22265625,0.08984375,0.34489237396926914
187,0.27734375,0.34765625,0.48828125,0.61328125,0.98046875,0.27734375,0.54296875,0.34765625,0.96484375,0.42067221031994906
188,0.77734375,0.84765625,0.98828125,0.11328125,0.48046875,0.77734375,0.04296875,0.84765625,0.46484375,0.36414769830801613
189,0.52734375,0.09765625,0.73828125,0.86328125,0.23046875,0.02734375,0.29296875,0.09765625,0.71484375,0.190585010323149
190,0.02734375,0.59765625,0.23828125,0.36328125,0.73046875,0.52734375,0.79296875,0.59765625,0.21484375,0.2743080881303572
191,0.01953125,0.19921875,0.73046875,0.24609375,0.25390625,0.70703125,0.06640625,0.80859375,0.51953125,0.18533836576594698
192,0.51953125,0.69921875,0.23046875,0.74609375,0.75390625,0.20703125,0.56640625,0.30859375,0.01953125,0.2557272258197063
193,0.76953125,0.44921875,0.48046875,0.49609375,0.50390625,0.95703125,0.81640625,0.55859375,0.76953125,0.5597443307276976
194,0.26953125,0.94921875,0.98046875,0.99609375,0.00390625,0.45703125,0.31640625,0.05859375,0.26953125,0.17320814480172583
195,0.39453125,0.32421875,0.10546875,0.12109375,0.62890625,0.33203125,0.19140625,0.43359375,0.64453125,0.2351830219474204
196,0.89453125,0.82421875,0.60546875,0.62109375,0.12890625,0.83203125,0.69140625,0.93359375,0.14453125,0.4575793308732793
197,0.64453125,0.07421875,0.85546875,0.37109375,0.37890625,0.08203125,0.94140625,0.18359375,0.89453125,0.2847156212260464
198,0.14453125,0.57421875,0.35546875,0.87109375,0.87890625,0.58203125,0.44140625,0.68359375,0.39453125,0.42553788623239674
199,0.20703125,0.38671875,0.91796875,0.55859375,0.81640625,0.51953125,0.00390625,0.24609375,0.70703125,0.22121006374569943
200,0.70703125,0.88671875,0.41796875,0.05859375,0.31640625,0.01953125,0.50390625,0.74609375,0.20703125,0.20673745590293893
201,0.95703125,0.13671875,0.16796875,0.80859375,0.06640625,0.76953125,0.75390625,0.49609375,0.95703125,0.34737097313612586
202,0.45703125,0.63671875,0.66796875,0.30859375,0.56640625,0.26953125,0.25390625,0.99609375,0.45703125,0.404796494871918
203,0.33203125,0.01171875,0.29296875,0.68359375,0.19140625,0.39453125,0.12890625,0.62109375,0.58203125,0.17869231231470223
204,0.83203125,0.51171875,0.79296875,0.18359375,0.69140625,0.89453125,0.62890625,0.12109375,0.08203125,0.3337003998579516
205,0.58203125,0.26171875,0.54296875,0.93359375,0.94140625,0.14453125,0.87890625,0.87109375,0.83203125,0.5110197517723073
206,0.08203125,0.76171875,0.04296875,0.43359375,0.44140625,0.64453125,0.37890625,0.37109375,0.33203125,0.2297587623139928
207,0.11328125,0.29296875,0.38671875,0.33984375,0.03515625,0.92578125,0.59765625,0.08984375,0.30078125,0.1739464518776087
208,0.61328125,0.79296875,0.88671875,0.83984375,0.53515625,0.42578125,0.09765625,0.58984375,0.80078125,0.4761748356151045
209,0.86328125,0.04296875,0.63671875,0.08984375,0.78515625,0.67578125,0.34765625,0.33984375,0.05078125,0.20408418048585736
210,0.36328125,0.54296875,0.13671875,0.58984375,0.28515625,0.17578125,0.84765625,0.83984375,0.55078125,0.34560140410818324
211,0.48828125,0.16796875,0.76171875,0.46484375,0.91015625,0.05078125,0.72265625,0.71484375,0.42578125,0.3430124775980381
212,0.98828125,0.66796875,0.26171875,0.96484375,0.41015625,0.55078125,0.22265625,0.21484375,0.92578125,0.42899620438621205
213,0.73828125,0.41796875,0.01171875,0.21484375,0.16015625,0.30078125,0.47265625,0.96484375,0.17578125,0.18111176068781135
214,0.23828125,0.91796875,0.51171875,0.71484375,0.66015625,0.80078125,0.97265625,0.46484375,0.67578125,0.5545107846304079
215,0.17578125,0.10546875,0.19921875,0.90234375,0.59765625,0.86328125,0.53515625,0.90234375,0.48828125,0.3575542720281873
216,0.67578125,0.60546875,0.69921875,0.40234375,0.09765625,0.36328125,0.03515625,0.40234375,0.98828125,0.2753745143290133
217,0.92578125,0.35546875,0.94921875,0.65234375,0.34765625,0.61328125,0.28515625,0.65234375,0.23828125,0.43691387287885586
218,0.42578125,0.85546875,0.44921875,0.15234375,0.84765625,0.11328125,0.78515625,0.15234375,0.73828125,0.32824231953629907
219,0.30078125,0.48046875,0.57421875,0.77734375,0.47265625,0.23828125,0.66015625,0.27734375,0.36328125,0.36582252193070103
220,0.80078125,0.98046875,0.07421875,0.27734375,0.97265625,0.73828125,0.16015625,0.77734375,0.86328125,0.4133925100156785
221,0.55078125,0.23046875,0.32421875,0.52734375,0.72265625,0.48828125,0.41015625,0.02734375,0.11328125,0.21510532440379515
222,0.05078125,0.73046875,0.82421875,0.02734375,0.22265625,0.98828125,0.91015625,0.52734375,0.61328125,0.27339837764707287
223,0.03515625,0.46484375,0.15234375,0.66796875,0.95703125,0.06640625,0.33203125,0.38671875,0.06640625,0.15066281358436528
